Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
80,869.93,0.900,-12.006,32.5702,2.6151,58.3848,0.0000,26.3262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0961,6.7901,0.4027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-540.498,-458.510,71.725,12.455,39.349,0.588959,0.388059,0.022982
81,870.63,0.850,-11.998,33.4068,2.6139,58.5071,0.0000,26.2412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9974,6.8396,0.4147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-554.470,-470.270,73.616,12.780,40.369,0.593107,0.383233,0.023661
82,870.63,0.850,-11.998,33.4070,2.6139,58.5071,0.0000,26.2412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9974,6.8396,0.4147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-554.474,-470.273,73.616,12.780,40.369,0.593107,0.383233,0.023661
83,870.63,0.850,-11.998,33.4063,2.6139,58.5070,0.0000,26.2412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9975,6.8395,0.4147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-554.461,-470.262,73.615,12.780,40.369,0.593103,0.383236,0.023660
84,871.31,0.800,-11.990,34.2604,2.6127,58.6288,0.0000,26.1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8990,6.8884,0.4274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-568.725,-482.266,75.546,13.113,41.410,0.597196,0.378426,0.024378
85,871.31,0.800,-11.990,34.2606,2.6127,58.6288,0.0000,26.1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8990,6.8884,0.4274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-568.730,-482.270,75.546,13.113,41.410,0.597196,0.378426,0.024378
86,871.31,0.800,-11.990,34.2601,2.6127,58.6288,0.0000,26.1564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8991,6.8884,0.4274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-568.721,-482.262,75.545,13.113,41.410,0.597193,0.378429,0.024378
87,871.95,0.750,-11.983,35.1313,2.6115,58.7499,0.0000,26.0718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8010,6.9365,0.4408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-583.270,-494.507,77.515,13.452,42.472,0.601219,0.373642,0.025139
88,871.95,0.750,-11.983,35.1316,2.6115,58.7499,0.0000,26.0718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8010,6.9365,0.4408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-583.275,-494.512,77.516,13.452,42.472,0.601219,0.373642,0.025139
89,871.95,0.750,-11.983,35.1313,2.6115,58.7498,0.0000,26.0718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8010,6.9365,0.4408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-583.270,-494.507,77.515,13.452,42.472,0.601218,0.373643,0.025139
90,872.55,0.700,-11.976,36.0193,2.6104,58.8700,0.0000,25.9876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7036,6.9837,0.4551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-598.097,-506.987,79.523,13.799,43.555,0.605167,0.368888,0.025946
91,872.55,0.700,-11.976,36.0196,2.6104,58.8700,0.0000,25.9876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7036,6.9837,0.4551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-598.102,-506.992,79.523,13.799,43.555,0.605167,0.368888,0.025946
92,872.55,0.700,-11.976,36.0195,2.6104,58.8700,0.0000,25.9877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7036,6.9837,0.4551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-598.101,-506.991,79.523,13.799,43.555,0.605167,0.368888,0.025946
93,873.10,0.650,-11.971,36.9239,2.6092,58.9891,0.0000,25.9041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6068,7.0298,0.4702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-613.198,-519.701,81.567,14.152,44.657,0.609026,0.364171,0.026803
94,873.10,0.650,-11.971,36.9243,2.6092,58.9891,0.0000,25.9041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6068,7.0298,0.4702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-613.204,-519.707,81.568,14.152,44.658,0.609026,0.364171,0.026803
95,873.10,0.650,-11.971,36.9244,2.6092,58.9891,0.0000,25.9040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6068,7.0298,0.4702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-613.206,-519.709,81.568,14.152,44.658,0.609027,0.364171,0.026803
96,873.60,0.600,-11.967,37.8448,2.6080,59.1068,0.0000,25.8211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5109,7.0748,0.4863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-628.567,-532.645,83.647,14.511,45.780,0.612785,0.359500,0.027715
97,873.60,0.600,-11.967,37.8452,2.6080,59.1068,0.0000,25.8211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5109,7.0748,0.4863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-628.574,-532.651,83.648,14.511,45.780,0.612785,0.359500,0.027715
98,873.59,0.600,-11.967,37.8456,2.6080,59.1069,0.0000,25.8211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5109,7.0748,0.4863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-628.580,-532.657,83.649,14.511,45.781,0.612786,0.359499,0.027715
99,874.01,0.550,-11.964,38.7818,2.6069,59.2231,0.0000,25.7390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4160,7.1184,0.5035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-644.200,-545.817,85.761,14.877,46.921,0.616430,0.354881,0.028688
100,874.01,0.550,-11.964,38.7823,2.6069,59.2231,0.0000,25.7390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4160,7.1184,0.5035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-644.208,-545.825,85.763,14.877,46.922,0.616430,0.354881,0.028688
101,874.01,0.550,-11.964,38.7829,2.6069,59.2231,0.0000,25.7389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4160,7.1184,0.5035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-644.218,-545.833,85.764,14.877,46.923,0.616432,0.354879,0.028689
102,874.34,0.500,-11.962,39.7351,2.6057,59.3376,0.0000,25.6577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3223,7.1605,0.5219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-660.096,-559.220,87.910,15.249,48.083,0.619950,0.350321,0.029729
103,874.34,0.500,-11.962,39.7357,2.6057,59.3376,0.0000,25.6577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3223,7.1605,0.5219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-660.106,-559.229,87.911,15.249,48.083,0.619950,0.350321,0.029729
104,874.34,0.500,-11.963,39.7365,2.6057,59.3377,0.0000,25.6577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3222,7.1606,0.5219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-660.118,-559.240,87.913,15.250,48.084,0.619952,0.350318,0.029730
105,874.55,0.450,-11.963,40.7052,2.6046,59.4502,0.0000,25.5774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2297,7.2010,0.5417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-676.262,-572.863,90.092,15.628,49.264,0.623329,0.345824,0.030848
106,874.55,0.450,-11.963,40.7059,2.6046,59.4502,0.0000,25.5774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2297,7.2010,0.5417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-676.274,-572.873,90.093,15.629,49.265,0.623329,0.345824,0.030848
107,874.55,0.450,-11.963,40.7069,2.6046,59.4503,0.0000,25.5773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2296,7.2011,0.5417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-676.289,-572.887,90.095,15.629,49.266,0.623331,0.345820,0.030848
108,874.63,0.400,-11.967,41.6936,2.6035,59.5609,0.0000,25.4981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1384,7.2397,0.5629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-692.717,-586.767,92.309,16.015,50.466,0.626553,0.341393,0.032054
109,874.63,0.400,-11.967,41.6944,2.6035,59.5609,0.0000,25.4981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1384,7.2397,0.5629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-692.731,-586.778,92.311,16.015,50.467,0.626553,0.341393,0.032054
110,874.62,0.400,-11.967,41.6955,2.6035,59.5610,0.0000,25.4980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1384,7.2397,0.5630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-692.749,-586.795,92.313,16.015,50.468,0.626556,0.341389,0.032055
111,874.52,0.350,-11.974,42.7026,2.6024,59.6695,0.0000,25.4197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0485,7.2763,0.5861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-709.497,-600.967,94.565,16.409,51.693,0.629607,0.337028,0.033365
112,874.52,0.350,-11.974,42.7035,2.6024,59.6695,0.0000,25.4197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0485,7.2763,0.5861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-709.512,-600.980,94.567,16.409,51.694,0.629607,0.337028,0.033365
113,874.51,0.350,-11.974,42.7049,2.6024,59.6696,0.0000,25.4196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0484,7.2763,0.5861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-709.533,-600.999,94.570,16.410,51.695,0.629610,0.337024,0.033366
114,874.17,0.300,-11.985,43.7367,2.6013,59.7761,0.0000,25.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9597,7.3106,0.6114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-726.666,-615.529,96.866,16.813,52.948,0.632471,0.332726,0.034802
115,874.17,0.300,-11.985,43.7378,2.6013,59.7761,0.0000,25.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9597,7.3106,0.6114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-726.684,-615.545,96.869,16.814,52.949,0.632471,0.332726,0.034802
116,874.16,0.300,-11.985,43.7392,2.6013,59.7762,0.0000,25.3422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9596,7.3106,0.6114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-726.706,-615.565,96.871,16.814,52.951,0.632475,0.332722,0.034804
117,876.43,0.250,-11.948,45.6332,2.5999,59.8922,0.0000,25.2484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8552,7.3234,0.6808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-758.329,-641.984,101.206,17.552,55.255,0.633540,0.327709,0.038751
118,876.43,0.250,-11.948,45.6333,2.5999,59.8922,0.0000,25.2484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8552,7.3234,0.6808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-758.329,-641.985,101.206,17.552,55.255,0.633540,0.327709,0.038751
119,876.44,0.250,-11.948,45.6309,2.5999,59.8921,0.0000,25.2485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8553,7.3234,0.6807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-758.291,-641.951,101.201,17.551,55.252,0.633541,0.327714,0.038746
120,879.40,0.200,-11.898,47.9593,2.5982,60.0105,0.0000,25.1443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7417,7.3141,0.7894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-797.129,-674.328,106.547,18.459,58.082,0.632767,0.322299,0.044934
121,879.40,0.200,-11.898,47.9589,2.5982,60.0105,0.0000,25.1443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7417,7.3141,0.7894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-797.121,-674.321,106.546,18.458,58.081,0.632767,0.322299,0.044934
122,879.41,0.200,-11.898,47.9571,2.5982,60.0104,0.0000,25.1443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7417,7.3141,0.7893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-797.092,-674.296,106.542,18.458,58.079,0.632769,0.322302,0.044929
123,881.73,0.150,-11.860,50.4730,2.5964,60.1267,0.0000,25.0322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6220,7.2791,0.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-838.885,-709.208,112.285,19.439,61.125,0.629850,0.316637,0.053513
124,881.73,0.150,-11.860,50.4725,2.5964,60.1267,0.0000,25.0322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6220,7.2791,0.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-838.876,-709.201,112.284,19.439,61.125,0.629850,0.316637,0.053513
125,881.74,0.150,-11.860,50.4718,2.5964,60.1267,0.0000,25.0322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6221,7.2791,0.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-838.865,-709.191,112.283,19.439,61.124,0.629851,0.316638,0.053511
126,882.99,0.100,-11.842,53.3459,2.5945,60.2425,0.0000,24.9021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4877,7.1962,1.1715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-886.268,-748.951,118.773,20.561,64.583,0.622937,0.310342,0.066721
127,882.99,0.100,-11.842,53.3458,2.5945,60.2425,0.0000,24.9021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4877,7.1962,1.1715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-886.266,-748.949,118.772,20.561,64.583,0.622937,0.310342,0.066721
128,882.98,0.100,-11.842,53.3474,2.5945,60.2426,0.0000,24.9020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4876,7.1961,1.1716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-886.291,-748.972,118.776,20.562,64.585,0.622932,0.310339,0.066729
129,881.45,0.050,-11.875,57.1479,2.5919,60.3736,0.0000,24.7178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3051,7.0053,1.5981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-948.131,-801.316,127.157,22.049,69.109,0.606999,0.301898,0.091104
130,881.45,0.050,-11.875,57.1482,2.5919,60.3736,0.0000,24.7178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3051,7.0053,1.5981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-948.135,-801.319,127.157,22.049,69.109,0.606999,0.301898,0.091104
