Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,865.13,2.500,-11.941,6.9537247180911e+01,2.2435,67.6603,0.4265,14.7572,0.5137,0.0000,1.1621,0.1085,0.6125,0.0000,0.0000,2.6654,3.8696,3.0144,0.2195,4.9904,0.0000,0.0000,0.0000,0.0000,-1.1479675062256e+03,-9.3553161067755e+02,1.8662839604990e+02,3.0994340463555e+01,9.6280976316883e+01,5.2285346e-01,5.4206314e-02,1.8964405e-03,3.7064600e-03,4.6381333e+00,2.5586385e-02,2.4649389e-03,8.4060737e-03,2.1410681e+00,9.4645201e-01,2.7109023e-02,3.5452676e-06,5.5953734e-03,2.9093953e-01,6.5733639e-01,4.0387676e-01,4.0387676e-01,4.0387676e-01,2.3085656e-01,5.0633,3.0462752819031e+01,2.8005,-4.7914207623746e+02,-4.0438549721807e+02,6.5674872886122e+01,1.0877658577070e+01,3.6165989379469e+01,-1.6271095824631e+03,-1.3399171078956e+03, 2.5230326893602e+02, 4.1871999040624e+01, 1.3244696569635e+02, 4.8714350717308e-03,-5.4096195683272e-04, 1.1634111538369e-04, 1.2919420357931e-05, 4.5592844261390e-03,-5.2501571624288e-04, 1.4710054667884e-04, 1.6939083342013e-05
2,865.14,2.500,-11.941,6.9537891121214e+01,2.2435,67.6602,0.4265,14.7572,0.5137,0.0000,1.1621,0.1085,0.6125,0.0000,0.0000,2.6654,3.8696,3.0143,0.2195,4.9904,0.0000,0.0000,0.0000,0.0000,-1.1479783351860e+03,-9.3553971379540e+02,1.8663022809156e+02,3.0994603668679e+01,9.6281899658978e+01,5.2285279e-01,5.4205821e-02,1.8964874e-03,3.7065116e-03,4.6381341e+00,2.5586900e-02,2.4649202e-03,8.4062307e-03,2.1410723e+00,9.4645510e-01,2.7109409e-02,3.5454370e-06,5.5954186e-03,2.9093466e-01,6.5733874e-01,4.0388000e-01,4.0388000e-01,4.0388000e-01,2.3085271e-01,5.0632,3.0462108680752e+01,2.8005,-4.7913210992069e+02,-4.0437677789719e+02,6.5673579386279e+01,1.0877423700992e+01,3.6165233990920e+01,-1.6271104451067e+03,-1.3399164916926e+03, 2.5230380747784e+02, 4.1872027369671e+01, 1.3244713364990e+02, 4.8714491413034e-03,-5.4096431078541e-04, 1.1634137268528e-04, 1.2919467834921e-05, 4.5593052286423e-03,-5.2501844644580e-04, 1.4709996867131e-04, 1.6939027582287e-05
3,864.87,2.450,-11.951,6.9574931417565e+01,2.2418,67.6650,0.4249,14.7564,0.5133,0.0000,1.1602,0.1085,0.6157,0.0000,0.0000,2.6637,3.8719,3.0134,0.2194,4.9877,0.0000,0.0000,0.0000,0.0000,-1.1487089201821e+03,-9.3621967136198e+02,1.8671915001808e+02,3.1035367035611e+01,9.6341187093316e+01,5.2290297e-01,5.4044302e-02,1.8953036e-03,3.7044767e-03,4.6469749e+00,2.5558885e-02,2.4658596e-03,8.4537047e-03,2.1435636e+00,9.4737816e-01,2.7100646e-02,3.5420177e-06,5.5929023e-03,2.9134626e-01,6.5761739e-01,4.0413415e-01,4.0413415e-01,4.0413415e-01,2.3081697e-01,5.0668,3.0425540067233e+01,2.8005,-4.7855018645094e+02,-4.0391379505856e+02,6.5584699642864e+01,1.0864270239216e+01,3.6118683886886e+01,-1.6272591066330e+03,-1.3401334664205e+03, 2.5230384966095e+02, 4.1899637274827e+01, 1.3245987098020e+02, 4.8850021317692e-03,-5.4402420701373e-04, 1.1658817234449e-04, 1.2983983690488e-05, 4.5733979858856e-03,-5.2809848928965e-04, 1.4736084740477e-04, 1.7016022033305e-05
4,864.87,2.450,-11.951,6.9575592628162e+01,2.2418,67.6649,0.4249,14.7565,0.5134,0.0000,1.1602,0.1085,0.6157,0.0000,0.0000,2.6637,3.8720,3.0133,0.2194,4.9877,0.0000,0.0000,0.0000,0.0000,-1.1487200410709e+03,-9.3622799368416e+02,1.8672103119893e+02,3.1035637424379e+01,9.6342135288391e+01,5.2290228e-01,5.4043800e-02,1.8953518e-03,3.7045296e-03,4.6469755e+00,2.5559413e-02,2.4658404e-03,8.4538666e-03,2.1435679e+00,9.4738132e-01,2.7101043e-02,3.5421914e-06,5.5929488e-03,2.9134125e-01,6.5761980e-01,4.0413747e-01,4.0413747e-01,4.0413747e-01,2.3081302e-01,5.0668,3.0424878653814e+01,2.8005,-4.7853995107502e+02,-4.0390484014948e+02,6.5583371458137e+01,1.0864029052102e+01,3.6117908221159e+01,-1.6272599921459e+03,-1.3401328338336e+03, 2.5230440265706e+02, 4.1899666476481e+01, 1.3246004350955e+02, 4.8850165722155e-03,-5.4402663294292e-04, 1.1658843573272e-04, 1.2984032539932e-05, 4.5734193385009e-03,-5.2810130155611e-04, 1.4736025157029e-04, 1.7015964400373e-05
5,864.60,2.400,-11.961,6.9612951437694e+01,2.2400,67.6697,0.4232,14.7557,0.5130,0.0000,1.1582,0.1084,0.6189,0.0000,0.0000,2.6620,3.8743,3.0123,0.2193,4.9850,0.0000,0.0000,0.0000,0.0000,-1.1494559642344e+03,-9.3691269984153e+02,1.8681067898664e+02,3.1076680057650e+01,9.6401888395350e+01,5.2295214e-01,5.3882327e-02,1.8941743e-03,3.7024754e-03,4.6558767e+00,2.5531236e-02,2.4667793e-03,8.5016097e-03,2.1460760e+00,9.4831026e-01,2.7092432e-02,3.5387837e-06,5.5904282e-03,2.9175514e-01,6.5790119e-01,4.0439387e-01,4.0439387e-01,4.0439387e-01,2.3077654e-01,5.0703,3.0387991108011e+01,2.8005,-4.7795256863978e+02,-4.0343724144175e+02,6.5493766215270e+01,1.0850751656863e+01,3.6070964834460e+01,-1.6274085328742e+03,-1.3403499412833e+03, 2.5230444520191e+02, 4.1927431714513e+01, 1.3247285322981e+02, 4.8986768079968e-03,-5.4709744759049e-04, 1.1683703503120e-04, 1.3048675418893e-05, 4.5876227609784e-03,-5.3119247244028e-04, 1.4762267888551e-04, 1.7092960749181e-05
6,864.60,2.400,-11.961,6.9613630265513e+01,2.2400,67.6695,0.4232,14.7558,0.5130,0.0000,1.1582,0.1084,0.6189,0.0000,0.0000,2.6620,3.8743,3.0123,0.2193,4.9849,0.0000,0.0000,0.0000,0.0000,-1.1494673829693e+03,-9.3692124583757e+02,1.8681261029389e+02,3.1076957778835e+01,9.6402861946431e+01,5.2295144e-01,5.3881816e-02,1.8942237e-03,3.7025297e-03,4.6558773e+00,2.5531777e-02,2.4667596e-03,8.5017767e-03,2.1460804e+00,9.4831349e-01,2.7092840e-02,3.5389617e-06,5.5904759e-03,2.9174998e-01,6.5790366e-01,4.0439728e-01,4.0439728e-01,4.0439728e-01,2.3077249e-01,5.0703,3.0387312072443e+01,2.8005,-4.7794205873647e+02,-4.0342804615148e+02,6.5492402648785e+01,1.0850504031621e+01,3.6070168483462e+01,-1.6274094417058e+03,-1.3403492919890e+03, 2.5230501294268e+02, 4.1927461810455e+01, 1.3247303042989e+02, 4.8986916265375e-03,-5.4709994722659e-04, 1.1683730459724e-04, 1.3048725670538e-05, 4.5876446744744e-03,-5.3119536870225e-04, 1.4762206478263e-04, 1.7092901193309e-05
7,864.33,2.350,-11.971,6.9651307738795e+01,2.2383,67.6743,0.4216,14.7550,0.5127,0.0000,1.1563,0.1084,0.6221,0.0000,0.0000,2.6603,3.8767,3.0113,0.2192,4.9822,0.0000,0.0000,0.0000,0.0000,-1.1502086483943e+03,-9.3761070617562e+02,1.8690298400657e+02,3.1118280299540e+01,9.6463081000418e+01,5.2300098e-01,5.3720390e-02,1.8930526e-03,3.7004563e-03,4.6648391e+00,2.5503437e-02,2.4676979e-03,8.5497906e-03,2.1486054e+00,9.4924832e-01,2.7084381e-02,3.5355651e-06,5.5879509e-03,2.9216618e-01,6.5818777e-01,4.0465591e-01,4.0465591e-01,4.0465591e-01,2.3073528e-01,5.0739,3.0350105449051e+01,2.8006,-4.7734921315359e+02,-4.0295582684854e+02,6.5402071843487e+01,1.0837102647767e+01,3.6022831632208e+01,-1.6275578615479e+03,-1.3405665330242e+03, 2.5230505585006e+02, 4.1955382947306e+01, 1.3248591263263e+02, 4.9124590647448e-03,-5.5018167555714e-04, 1.1708769458533e-04, 1.3113494310090e-05, 4.6019587179158e-03,-5.3429766292530e-04, 1.4788602305841e-04, 1.7169896851055e-05
8,864.33,2.350,-11.971,6.9652004531419e+01,2.2383,67.6742,0.4216,14.7551,0.5127,0.0000,1.1563,0.1084,0.6221,0.0000,0.0000,2.6603,3.8767,3.0113,0.2192,4.9822,0.0000,0.0000,0.0000,0.0000,-1.1502203709046e+03,-9.3761948032456e+02,1.8690496642929e+02,3.1118565502354e+01,9.6464080411688e+01,5.2300026e-01,5.3719871e-02,1.8931033e-03,3.7005120e-03,4.6648396e+00,2.5503991e-02,2.4676776e-03,8.5499628e-03,2.1486099e+00,9.4925162e-01,2.7084800e-02,3.5357475e-06,5.5879998e-03,2.9216087e-01,6.5819030e-01,4.0465941e-01,4.0465941e-01,4.0465941e-01,2.3073112e-01,5.0739,3.0349408443666e+01,2.8006,-4.7733842324335e+02,-4.0294638637417e+02,6.5400672197109e+01,1.0836848457090e+01,3.6022014187100e+01,-1.6275587941480e+03,-1.3405658666987e+03, 2.5230563862640e+02, 4.1955413959444e+01, 1.3248609459879e+02, 4.9124742686098e-03,-5.5018425064554e-04, 1.1708797041923e-04, 1.3113545993787e-05, 4.6019812030735e-03,-5.3430064512991e-04, 1.4788539024157e-04, 1.7169835321924e-05
9,864.06,2.300,-11.981,6.9690000822707e+01,2.2365,67.6789,0.4200,14.7543,0.5123,0.0000,1.1543,0.1083,0.6254,0.0000,0.0000,2.6586,3.8791,3.0103,0.2190,4.9795,0.0000,0.0000,0.0000,0.0000,-1.1509669827435e+03,-9.3831370049065e+02,1.8699606613484e+02,3.1160168532243e+01,9.6524765693226e+01,5.2304948e-01,5.3558496e-02,1.8919384e-03,3.6984192e-03,4.6738623e+00,2.5475489e-02,2.4686154e-03,8.5982492e-03,2.1511517e+00,9.5019233e-01,2.7076493e-02,3.5323617e-06,5.5854704e-03,2.9257939e-01,6.5847715e-01,4.0492029e-01,4.0492029e-01,4.0492029e-01,2.3069318e-01,5.0775,3.0311882593666e+01,2.8006,-4.7674011027744e+02,-4.0246954169479e+02,6.5309615762422e+01,1.0823323028407e+01,3.5974283685215e+01,-1.6277070930210e+03,-1.3407832421854e+03, 2.5230568189726e+02, 4.1983491560649e+01, 1.3249904937844e+02, 4.9263488663191e-03,-5.5327688790217e-04, 1.1734014211759e-04, 1.3178439127744e-05, 4.6164058231833e-03,-5.3741405796958e-04, 1.4815086184166e-04, 1.7246827706131e-05
10,864.06,2.300,-11.980,6.9690715928464e+01,2.2365,67.6788,0.4200,14.7544,0.5123,0.0000,1.1543,0.1083,0.6254,0.0000,0.0000,2.6586,3.8791,3.0102,0.2190,4.9794,0.0000,0.0000,0.0000,0.0000,-1.1509790149767e+03,-9.3832270728711e+02,1.8699810066428e+02,3.1160461366499e+01,9.6525791470143e+01,5.2304874e-01,5.3557967e-02,1.8919903e-03,3.6984763e-03,4.6738626e+00,2.5476057e-02,2.4685945e-03,8.5984266e-03,2.1511563e+00,9.5019570e-01,2.7076923e-02,3.5325487e-06,5.5855204e-03,2.9257393e-01,6.5847974e-01,4.0492388e-01,4.0492388e-01,4.0492388e-01,2.3068892e-01,5.0775,3.0311167270064e+01,2.8006,-4.7672903486327e+02,-4.0245985121765e+02,6.5308179336434e+01,1.0823062144656e+01,3.5973444736156e+01,-1.6277080498400e+03,-1.3407825585048e+03, 2.5230628000071e+02, 4.1983523511155e+01, 1.3249923620630e+02, 4.9263644627345e-03,-5.5327954020514e-04, 1.1734042430778e-04, 1.3178492273478e-05, 4.6164288907863e-03,-5.3741712808136e-04, 1.4815020986016e-04, 1.7246764152830e-05
11,863.79,2.250,-11.990,6.9729031194316e+01,2.2347,67.6834,0.4184,14.7537,0.5120,0.0000,1.1523,0.1082,0.6287,0.0000,0.0000,2.6569,3.8815,3.0092,0.2189,4.9767,0.0000,0.0000,0.0000,0.0000,-1.1517309774232e+03,-9.3902169297310e+02,1.8708992643145e+02,3.1202345527552e+01,9.6586943263969e+01,5.2309765e-01,5.3396646e-02,1.8908317e-03,3.6963642e-03,4.6829463e+00,2.5447391e-02,2.4695317e-03,8.6469872e-03,2.1537150e+00,9.5114230e-01,2.7068768e-02,3.5291733e-06,5.5829864e-03,2.9299477e-01,6.5876931e-01,4.0518700e-01,4.0518700e-01,4.0518700e-01,2.3065025e-01,5.0811,3.0273322042115e+01,2.8006,-4.7612525024260e+02,-4.0197837633901e+02,6.5216397204312e+01,1.0809412614279e+01,3.5925320394879e+01,-1.6278562276658e+03,-1.3410000693121e+03, 2.5230632363576e+02, 4.2011758141830e+01, 1.3251226365885e+02, 4.9403461769572e-03,-5.5638308160860e-04, 1.1759436870694e-04, 1.3243508632280e-05, 4.6309640431983e-03,-5.4054165479228e-04, 1.4841717713526e-04, 1.7323750687748e-05
12,863.79,2.250,-11.990,6.9729764961791e+01,2.2347,67.6833,0.4184,14.7538,0.5120,0.0000,1.1524,0.1082,0.6287,0.0000,0.0000,2.6570,3.8815,3.0092,0.2189,4.9766,0.0000,0.0000,0.0000,0.0000,-1.1517433253318e+03,-9.3903093691611e+02,1.8709201405957e+02,3.1202646143340e+01,9.6587995912585e+01,5.2309689e-01,5.3396108e-02,1.8908849e-03,3.6964228e-03,4.6829466e+00,2.5447974e-02,2.4695102e-03,8.6471701e-03,2.1537197e+00,9.5114575e-01,2.7069210e-02,3.5293649e-06,5.5830377e-03,2.9298915e-01,6.5877196e-01,4.0519067e-01,4.0519067e-01,4.0519067e-01,2.3064588e-01,5.0811,3.0272588051627e+01,2.8006,-4.7611388382222e+02,-4.0196843103577e+02,6.5214923298523e+01,1.0809144909743e+01,3.5924459531741e+01,-1.6278572091540e+03,-1.3409993679519e+03, 2.5230693735809e+02, 4.2011791053083e+01, 1.3251245544433e+02, 4.9403621731503e-03,-5.5638581290191e-04, 1.1759465734055e-04, 1.3243563270104e-05, 4.6309877040300e-03,-5.4054481478919e-04, 1.4841650553469e-04, 1.7323685058825e-05
13,863.51,2.200,-12.000,6.9768399362601e+01,2.2330,67.6880,0.4167,14.7531,0.5116,0.0000,1.1504,0.1082,0.6319,0.0000,0.0000,2.6553,3.8840,3.0081,0.2188,4.9739,0.0000,0.0000,0.0000,0.0000,-1.1525006426430e+03,-9.3973469387575e+02,1.8718456596169e+02,3.1244812058308e+01,9.6649614509794e+01,5.2314548e-01,5.3234842e-02,1.8897324e-03,3.6942912e-03,4.6920916e+00,2.5419145e-02,2.4704468e-03,8.6960065e-03,2.1562953e+00,9.5209824e-01,2.7061209e-02,3.5259996e-06,5.5804989e-03,2.9341234e-01,6.5906425e-01,4.0545604e-01,4.0545604e-01,4.0545604e-01,2.3060649e-01,5.0847,3.0234423290548e+01,2.8007,-4.7550462321756e+02,-4.0148232107577e+02,6.5122415396698e+01,1.0795371219662e+01,3.5875941157907e+01,-1.6280052658606e+03,-1.3412170149515e+03, 2.5230698135839e+02, 4.2040183277970e+01, 1.3252555566770e+02, 4.9544509608615e-03,-5.5950025365403e-04, 1.1785036540166e-04, 1.3308701580928e-05, 4.6456333443523e-03,-5.4368045060699e-04, 1.4868495082265e-04, 1.7400663175454e-05
14,863.52,2.200,-12.000,6.9769152141194e+01,2.2330,67.6879,0.4168,14.7532,0.5116,0.0000,1.1504,0.1082,0.6320,0.0000,0.0000,2.6553,3.8840,3.0081,0.2188,4.9738,0.0000,0.0000,0.0000,0.0000,-1.1525133121963e+03,-9.3974417947831e+02,1.8718670768280e+02,3.1245120606287e+01,9.6650694537547e+01,5.2314470e-01,5.3234296e-02,1.8897870e-03,3.6943512e-03,4.6920918e+00,2.5419741e-02,2.4704248e-03,8.6961950e-03,2.1563001e+00,9.5210176e-01,2.7061662e-02,3.5261959e-06,5.5805515e-03,2.9340656e-01,6.5906697e-01,4.0545981e-01,4.0545981e-01,4.0545981e-01,2.3060201e-01,5.0847,3.0233670283701e+01,2.8007,-4.7549296027264e+02,-4.0147211610883e+02,6.5120903309281e+01,1.0795096566321e+01,3.5875057969565e+01,-1.6280062724689e+03,-1.3412162955871e+03, 2.5230761099208e+02, 4.2040217172608e+01, 1.3252575250711e+02, 4.9544673640648e-03,-5.5950306572977e-04, 1.1785066056445e-04, 1.3308757741012e-05, 4.6456576092069e-03,-5.4368370248370e-04, 1.4868425914388e-04, 1.7400595418867e-05
15,863.24,2.150,-12.010,6.9808105839929e+01,2.2312,67.6925,0.4151,14.7525,0.5113,0.0000,1.1484,0.1081,0.6352,0.0000,0.0000,2.6537,3.8864,3.0071,0.2187,4.9711,0.0000,0.0000,0.0000,0.0000,-1.1532759886735e+03,-9.4045271351191e+02,1.8727998579462e+02,3.1287568898213e+01,9.6712780233838e+01,5.2319297e-01,5.3073088e-02,1.8886405e-03,3.6922001e-03,4.7012983e+00,2.5390749e-02,2.4713607e-03,8.7453089e-03,2.1588927e+00,9.5306015e-01,2.7053814e-02,3.5228403e-06,5.5780079e-03,2.9383209e-01,6.5936197e-01,4.0572741e-01,4.0572741e-01,4.0572741e-01,2.3056191e-01,5.0884,3.0195185831715e+01,2.8007,-4.7487821931563e+02,-4.0098136614149e+02,6.5027669563911e+01,1.0781198657814e+01,3.5826145367049e+01,-1.6281542079892e+03,-1.3414340796534e+03, 2.5230765535853e+02, 4.2068767556027e+01, 1.3253892560089e+02, 4.9686631821838e-03,-5.6262840101050e-04, 1.1810812321912e-04, 1.3374016727759e-05, 4.6604136929874e-03,-5.4683044262140e-04, 1.4895416477225e-04, 1.7477562555288e-05
16,863.25,2.150,-12.010,6.9808877980024e+01,2.2312,67.6923,0.4151,14.7526,0.5113,0.0000,1.1484,0.1081,0.6353,0.0000,0.0000,2.6537,3.8864,3.0070,0.2187,4.9710,0.0000,0.0000,0.0000,0.0000,-1.1532889858591e+03,-9.4046244530208e+02,1.8728218260576e+02,3.1287885529649e+01,9.6713888149799e+01,5.2319216e-01,5.3072533e-02,1.8886965e-03,3.6922617e-03,4.7012984e+00,2.5391360e-02,2.4713380e-03,8.7455031e-03,2.1588975e+00,9.5306375e-01,2.7054280e-02,3.5230413e-06,5.5780617e-03,2.9382615e-01,6.5936476e-01,4.0573127e-01,4.0573127e-01,4.0573127e-01,2.3055730e-01,5.0883,3.0194413458041e+01,2.8007,-4.7486625430989e+02,-4.0097089665745e+02,6.5026118591032e+01,1.0780916927288e+01,3.5825239441186e+01,-1.6281552401690e+03,-1.3414333419595e+03, 2.5230830119679e+02, 4.2068802456937e+01, 1.3253912759098e+02, 4.9686799996407e-03,-5.6263129567721e-04, 1.1810842499562e-04, 1.3374074440392e-05, 4.6604385726773e-03,-5.4683378838945e-04, 1.4895345255150e-04, 1.7477492618389e-05
17,862.97,2.100,-12.020,6.9848151142968e+01,2.2294,67.6969,0.4135,14.7520,0.5109,0.0000,1.1464,0.1081,0.6386,0.0000,0.0000,2.6520,3.8889,3.0060,0.2186,4.9682,0.0000,0.0000,0.0000,0.0000,-1.1540570258566e+03,-9.4117576226340e+02,1.8737618700509e+02,3.1330616822086e+01,9.6776441246514e+01,5.2324011e-01,5.2911386e-02,1.8875561e-03,3.6900910e-03,4.7105666e+00,2.5362205e-02,2.4722733e-03,8.7948964e-03,2.1615072e+00,9.5402803e-01,2.7046585e-02,3.5196952e-06,5.5755131e-03,2.9425405e-01,6.5966248e-01,4.0600112e-01,4.0600112e-01,4.0600112e-01,2.3051649e-01,5.0920,3.0155609154027e+01,2.8008,-4.7424602858435e+02,-4.0047550170594e+02,6.4932158925209e+01,1.0766894740712e+01,3.5775932410118e+01,-1.6283030544410e+03,-1.3416512639693e+03, 2.5230834593030e+02, 4.2097511562799e+01, 1.3255237365663e+02, 4.9829828050476e-03,-5.6576752064555e-04, 1.1836763314654e-04, 1.3439452823751e-05, 4.6753050554281e-03,-5.4999162803856e-04, 1.4922480083866e-04, 1.7554446219867e-05
18,862.97,2.100,-12.020,6.9848942994953e+01,2.2294,67.6968,0.4135,14.7521,0.5109,0.0000,1.1464,0.1081,0.6386,0.0000,0.0000,2.6521,3.8889,3.0059,0.2186,4.9681,0.0000,0.0000,0.0000,0.0000,-1.1540703566679e+03,-9.4118574477461e+02,1.8737843990358e+02,3.1330941688537e+01,9.6777577560016e+01,5.2323929e-01,5.2910822e-02,1.8876134e-03,3.6901541e-03,4.7105666e+00,2.5362830e-02,2.4722500e-03,8.7950964e-03,2.1615121e+00,9.5403170e-01,2.7047063e-02,3.5199010e-06,5.5755682e-03,2.9424794e-01,6.5966533e-01,4.0600507e-01,4.0600507e-01,4.0600507e-01,2.3051177e-01,5.0920,3.0154817063067e+01,2.8008,-4.7423375597631e+02,-4.0046476284619e+02,6.4930568363057e+01,1.0766605804571e+01,3.5775003334324e+01,-1.6283041126442e+03,-1.3416505076208e+03, 2.5230900826664e+02, 4.2097547493108e+01, 1.3255258089434e+02, 4.9830000439895e-03,-5.6577049972629e-04, 1.1836794161953e-04, 1.3439512119297e-05, 4.6753305607503e-03,-5.4999506972404e-04, 1.4922406760793e-04, 1.7554374049512e-05
19,862.69,2.050,-12.030,6.9888535790946e+01,2.2276,67.7013,0.4119,14.7515,0.5105,0.0000,1.1444,0.1080,0.6419,0.0000,0.0000,2.6504,3.8914,3.0049,0.2184,4.9653,0.0000,0.0000,0.0000,0.0000,-1.1548437645861e+03,-9.4190385056564e+02,1.8747317066980e+02,3.1373956605365e+01,9.6840598363141e+01,5.2328691e-01,5.2749738e-02,1.8864790e-03,3.6879638e-03,4.7198968e+00,2.5333511e-02,2.4731846e-03,8.8447706e-03,2.1641388e+00,9.5500189e-01,2.7039522e-02,3.5165639e-06,5.5730144e-03,2.9467821e-01,6.5996577e-01,4.0627716e-01,4.0627716e-01,4.0627716e-01,2.3047025e-01,5.0957,3.0115692743355e+01,2.8008,-4.7360804102589e+02,-3.9996471788832e+02,6.4835882698502e+01,1.0752459279563e+01,3.5725301671893e+01,-1.6284518056120e+03,-1.3418685684540e+03, 2.5230905336830e+02, 4.2126415884927e+01, 1.3256590003503e+02, 4.9974097935096e-03,-5.6891760952073e-04, 1.1862888614025e-04, 1.3505008616797e-05, 4.6903073979225e-03,-5.5316400405482e-04, 1.4949684086452e-04, 1.7631311568788e-05
20,862.70,2.050,-12.030,6.9889347706668e+01,2.2276,67.7012,0.4119,14.7516,0.5106,0.0000,1.1444,0.1080,0.6419,0.0000,0.0000,2.6504,3.8914,3.0048,0.2184,4.9653,0.0000,0.0000,0.0000,0.0000,-1.1548574350401e+03,-9.4191408835041e+02,1.8747548065683e+02,3.1374289859137e+01,9.6841763585798e+01,5.2328607e-01,5.2749165e-02,1.8865378e-03,3.6880284e-03,4.7198966e+00,2.5334151e-02,2.4731607e-03,8.8449766e-03,2.1641437e+00,9.5500564e-01,2.7040013e-02,3.5167746e-06,5.5730709e-03,2.9467193e-01,6.5996868e-01,4.0628121e-01,4.0628121e-01,4.0628121e-01,2.3046542e-01,5.0957,3.0114880583184e+01,2.8008,-4.7359545525087e+02,-3.9995370477434e+02,6.4834251840295e+01,1.0752163008888e+01,3.5724349032070e+01,-1.6284528902910e+03,-1.3418677931247e+03, 2.5230973249712e+02, 4.2126452868025e+01, 1.3256611261787e+02, 4.9974274611899e-03,-5.6892067485558e-04, 1.1862920139149e-04, 1.3505069525742e-05, 4.6903335397088e-03,-5.5316754370141e-04, 1.4949608615103e-04, 1.7631237111183e-05
21,862.42,2.000,-12.040,6.9929260307736e+01,2.2258,67.7057,0.4103,14.7510,0.5102,0.0000,1.1424,0.1079,0.6453,0.0000,0.0000,2.6488,3.8939,3.0038,0.2183,4.9624,0.0000,0.0000,0.0000,0.0000,-1.1556362153316e+03,-9.4263698892617e+02,1.8757093787200e+02,3.1417589024716e+01,9.6905252406787e+01,5.2333337e-01,5.2588147e-02,1.8854093e-03,3.6858185e-03,4.7292891e+00,2.5304669e-02,2.4740945e-03,8.8949336e-03,2.1667875e+00,9.5598173e-01,2.7032626e-02,3.5134462e-06,5.5705119e-03,2.9510458e-01,6.6027183e-01,4.0655554e-01,4.0655554e-01,4.0655554e-01,2.3042319e-01,5.0994,3.0075436080886e+01,2.8009,-4.7296424657218e+02,-3.9944900473747e+02,6.4738840095938e+01,1.0737892084193e+01,3.5674252531826e+01,-1.6286004619038e+03,-1.3420859936636e+03, 2.5230977796794e+02, 4.2155481108909e+01, 1.3257950493861e+02, 5.0119441116049e-03,-5.7207866459397e-04, 1.1889187312692e-04, 1.3570682851798e-05, 4.7054206867112e-03,-5.5634756786286e-04, 1.4977026668117e-04, 1.7708156008572e-05
22,862.42,2.000,-12.040,6.9930092639758e+01,2.2258,67.7056,0.4103,14.7511,0.5102,0.0000,1.1424,0.1079,0.6453,0.0000,0.0000,2.6488,3.8939,3.0037,0.2183,4.9624,0.0000,0.0000,0.0000,0.0000,-1.1556502314619e+03,-9.4264748655040e+02,1.8757330595097e+02,3.1417930818670e+01,9.6906447051510e+01,5.2333250e-01,5.2587565e-02,1.8854695e-03,3.6858847e-03,4.7292887e+00,2.5305324e-02,2.4740700e-03,8.8951457e-03,2.1667925e+00,9.5598555e-01,2.7033129e-02,3.5136619e-06,5.5705697e-03,2.9509813e-01,6.6027481e-01,4.0655969e-01,4.0655969e-01,4.0655969e-01,2.3041823e-01,5.0994,3.0074603498865e+01,2.8009,-4.7295134205005e+02,-3.9943771247670e+02,6.4737168233486e+01,1.0737588349777e+01,3.5673275912970e+01,-1.6286015735119e+03,-1.3420851990271e+03, 2.5231047418446e+02, 4.2155519168447e+01, 1.3257972296448e+02, 5.0119622152824e-03,-5.7208181803967e-04, 1.1889219523677e-04, 1.3570745404741e-05, 4.7054474758023e-03,-5.5635120753125e-04, 1.4976949000748e-04, 1.7708079209362e-05
