Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
99,878.28,0.550,-11.885,5.3323697258949e+01,2.2567,72.3231,0.5201,13.2315,0.4511,0.0000,1.0325,0.1444,0.6057,0.0000,0.0000,2.2623,2.8238,3.7973,0.2921,2.5160,0.0000,0.0000,0.0000,0.0000,-8.7696778812531e+02,-7.2271592353762e+02,1.3396532961903e+02,2.3628669840219e+01,7.1499577503947e+01,6.0961008e-01,5.0933625e-02,1.7404114e-03,4.2711567e-03,7.2604375e+00,3.2882963e-02,5.5236111e-03,8.9756896e-03,3.2376002e+00,1.3188557e+00,2.5183678e-02,3.8510843e-06,6.0199838e-03,5.3677390e-01,6.2617198e-01,4.8301134e-01,4.8301134e-01,4.8301134e-01,1.0791487e-01,6.8138,4.6675061322320e+01,2.5317,-7.4757947553380e+02,-6.2853492719428e+02,1.0338832661946e+02,1.8436514773181e+01,5.6074653087528e+01,-1.6245472636591e+03,-1.3512508507319e+03, 2.3735365623849e+02, 4.2065184613400e+01, 1.2757423059147e+02, 4.6029028876498e-03,-3.0865648604815e-03, 1.0942309964767e-04, 7.3375759285227e-05, 2.3782025480330e-03,-3.4828456765061e-04, 1.0064902358511e-04, 1.4739914265414e-05
100,878.07,0.550,-11.889,5.3335625733475e+01,2.2567,72.3345,0.5202,13.2263,0.4503,0.0000,1.0303,0.1446,0.6047,0.0000,0.0000,2.2611,2.8201,3.7998,0.2924,2.5158,0.0000,0.0000,0.0000,0.0000,-8.7714421525345e+02,-7.2290775740030e+02,1.3397697041989e+02,2.3634228678057e+01,7.1511036438523e+01,6.0975318e-01,5.0962751e-02,1.7372921e-03,4.2676338e-03,7.2634379e+00,3.2845924e-02,5.5310504e-03,8.9626363e-03,3.2387743e+00,1.3190120e+00,2.5163873e-02,3.8373052e-06,6.0158577e-03,5.3770370e-01,6.2595808e-01,4.8283705e-01,4.8283705e-01,4.8283705e-01,1.0797283e-01,6.8175,4.6664340551571e+01,2.6625,-7.4660242417627e+02,-6.2857342859055e+02,1.0252548243382e+02,1.7526821300052e+01,5.5878071479327e+01,-1.6237466394297e+03,-1.3514811859909e+03, 2.3650245285370e+02, 4.1161049978108e+01, 1.2738910791785e+02, 3.4582410732120e-03,-1.2924804349363e-03, 8.4017319165845e-05, 3.1400570092932e-05, 2.3781433160394e-03,-3.4834206257887e-04, 1.0062284445303e-04, 1.4738880093104e-05
101,878.06,0.550,-11.889,5.3334888513235e+01,2.2567,72.3347,0.5202,13.2262,0.4503,0.0000,1.0303,0.1446,0.6047,0.0000,0.0000,2.2611,2.8200,3.7999,0.2924,2.5158,0.0000,0.0000,0.0000,0.0000,-8.7713176596802e+02,-7.2289826123602e+02,1.3397481699161e+02,2.3633906482681e+01,7.1509973389380e+01,6.0975553e-01,5.0963231e-02,1.7372409e-03,4.2675759e-03,7.2634873e+00,3.2845315e-02,5.5311729e-03,8.9624217e-03,3.2387936e+00,1.3190146e+00,2.5163547e-02,3.8370789e-06,6.0157898e-03,5.3771901e-01,6.2595456e-01,4.8283418e-01,4.8283418e-01,4.8283418e-01,1.0797378e-01,6.8176,4.6665077215646e+01,2.6624,-7.4661402757618e+02,-6.2858352825505e+02,1.0252710377977e+02,1.7527273957049e+01,5.5878973691417e+01,-1.6237457935442e+03,-1.3514817894911e+03, 2.3650192077138e+02, 4.1161180439730e+01, 1.2738894708080e+02, 3.4584381396546e-03,-1.2928330132492e-03, 8.4021840547519e-05, 3.1409036364790e-05, 2.3781007188087e-03,-3.4833691168117e-04, 1.0062241384222e-04, 1.4738863079468e-05
102,879.31,0.500,-11.871,5.2294231525230e+01,2.2609,72.6341,0.5320,13.1213,0.4460,0.0000,1.0235,0.1474,0.5967,0.0000,0.0000,2.2486,2.7287,3.8547,0.2982,2.3687,0.0000,0.0000,0.0000,0.0000,-8.5965813350994e+02,-7.0895398126354e+02,1.3076705087717e+02,2.3130091149684e+01,6.9954669012263e+01,6.1686070e-01,5.1172890e-02,1.7245514e-03,4.3177426e-03,7.4327925e+00,3.3460577e-02,5.8266660e-03,8.8843539e-03,3.3185547e+00,1.3439062e+00,2.5140940e-02,3.8097923e-06,6.0304299e-03,5.5810970e-01,6.2318176e-01,4.8735441e-01,4.8735441e-01,4.8735441e-01,9.9655124e-02,6.9476,4.7704373364614e+01,2.5141,-7.6456925723716e+02,-6.4271322804978e+02,1.0573533197932e+02,1.8974430725164e+01,5.7317820688184e+01,-1.6242273907471e+03,-1.3516672093133e+03, 2.3650238285649e+02, 4.2104521874848e+01, 1.2727248970045e+02, 4.6049061441776e-03,-3.6416735583978e-03, 1.0936844640738e-04, 8.6491269731607e-05, 2.2424596999792e-03,-3.3400654066870e-04, 9.6949885993417e-05, 1.4440346927611e-05
103,879.08,0.500,-11.875,5.2303250267348e+01,2.2608,72.6463,0.5321,13.1158,0.4452,0.0000,1.0212,0.1476,0.5956,0.0000,0.0000,2.2474,2.7247,3.8574,0.2985,2.3685,0.0000,0.0000,0.0000,0.0000,-8.5978539077460e+02,-7.0910855890082e+02,1.3077010400975e+02,2.3134388217627e+01,6.9961979444575e+01,6.1701504e-01,5.1204845e-02,1.7211893e-03,4.3137939e-03,7.4361202e+00,3.3418931e-02,5.8350170e-03,8.8702725e-03,3.3198683e+00,1.3440788e+00,2.5119904e-02,3.7947897e-06,6.0258082e-03,5.5915128e-01,6.2295392e-01,4.8716462e-01,4.8716462e-01,4.8716462e-01,9.9714426e-02,6.9516,4.7696711228190e+01,2.6542,-7.6363616037031e+02,-6.4279580832046e+02,1.0487548224647e+02,1.7970063054478e+01,5.7130950549334e+01,-1.6234215511449e+03,-1.3519043672213e+03, 2.3564558625622e+02, 4.1104451272104e+01, 1.2709292999391e+02, 3.3766639152078e-03,-1.4706994522533e-03, 8.2148375922959e-05, 3.5779566609892e-05, 2.2422433445959e-03,-3.3404566765850e-04, 9.6922526046634e-05, 1.4439356014782e-05
104,879.07,0.500,-11.875,5.2302223443423e+01,2.2608,72.6465,0.5321,13.1157,0.4451,0.0000,1.0211,0.1476,0.5956,0.0000,0.0000,2.2473,2.7246,3.8574,0.2985,2.3685,0.0000,0.0000,0.0000,0.0000,-8.5976804673166e+02,-7.0909535164797e+02,1.3076710556652e+02,2.3133940835346e+01,6.9960500862231e+01,6.1701845e-01,5.1205552e-02,1.7211150e-03,4.3137066e-03,7.4361938e+00,3.3418011e-02,5.8352017e-03,8.8699614e-03,3.3198974e+00,1.3440826e+00,2.5119439e-02,3.7944586e-06,6.0257060e-03,5.5917433e-01,6.2294889e-01,4.8716043e-01,4.8716043e-01,4.8716043e-01,9.9715738e-02,6.9517,4.7697737198601e+01,2.6542,-7.6365226172949e+02,-6.4280989049111e+02,1.0487770931462e+02,1.7970703739918e+01,5.7132200190356e+01,-1.6234203084612e+03,-1.3519052421391e+03, 2.3564481488115e+02, 4.1104644575264e+01, 1.2709270105259e+02, 3.3769443676695e-03,-1.4712606316817e-03, 8.2154812492933e-05, 3.5793050806893e-05, 2.2421859936329e-03,-3.3403870098723e-04, 9.6921921327261e-05, 1.4439334109339e-05
105,880.35,0.450,-11.856,5.1245329939663e+01,2.2653,72.9577,0.5449,13.0061,0.4406,0.0000,1.0138,0.1506,0.5868,0.0000,0.0000,2.2355,2.6282,3.9141,0.3046,2.2169,0.0000,0.0000,0.0000,0.0000,-8.4202158026618e+02,-6.9493203847357e+02,1.2751571754477e+02,2.2621828793533e+01,6.8383577723702e+01,6.2462726e-01,5.1461247e-02,1.7074139e-03,4.3663441e-03,7.6141955e+00,3.4066325e-02,6.1590906e-03,8.7811793e-03,3.4049207e+00,1.3703633e+00,2.5105834e-02,3.7580428e-06,6.0380177e-03,5.8123305e-01,6.2009353e-01,4.9186393e-01,4.9186393e-01,4.9186393e-01,9.1117587e-02,7.0907,4.8753099941498e+01,2.4934,-7.8188344947572e+02,-6.5715582564536e+02,1.0812959409994e+02,1.9553203246505e+01,5.8585041793200e+01,-1.6239050297419e+03,-1.3520878641189e+03, 2.3564531164471e+02, 4.2175032040037e+01, 1.2696861951690e+02, 4.6340713517335e-03,-4.3964141205481e-03, 1.0987712700098e-04, 1.0424210505340e-04, 2.1054215634552e-03,-3.1947780354658e-04, 9.3070351768251e-05, 1.4122545372544e-05
106,880.09,0.450,-11.861,5.1251844218542e+01,2.2653,72.9707,0.5450,13.0003,0.4397,0.0000,1.0113,0.1508,0.5857,0.0000,0.0000,2.2342,2.6239,3.9169,0.3049,2.2167,0.0000,0.0000,0.0000,0.0000,-8.4210643165220e+02,-6.9505475683229e+02,1.2751132287455e+02,2.2625049080251e+01,6.8387325840227e+01,6.2479254e-01,5.1496162e-02,1.7038159e-03,4.3619346e-03,7.6178852e+00,3.4019718e-02,6.1684192e-03,8.7661012e-03,3.4063883e+00,1.3705552e+00,2.5083595e-02,3.7418532e-06,6.0328786e-03,5.8239502e-01,6.1985315e-01,4.9165925e-01,4.9165925e-01,4.9165925e-01,9.1177328e-02,7.0951,4.8748112173131e+01,2.6448,-7.8098684533609e+02,-6.5727744826957e+02,1.0727078689368e+02,1.8431686643073e+01,5.8407243441999e+01,-1.6230932769883e+03,-1.3523322051019e+03, 2.3478210976823e+02, 4.1056735723324e+01, 1.2679456928223e+02, 3.3033308061531e-03,-1.7155573793413e-03, 8.0457706828275e-05, 4.1785040849381e-05, 2.1050800805055e-03,-3.1950243747150e-04, 9.3042011667633e-05, 1.4121624060935e-05
107,880.09,0.450,-11.861,5.1250535043012e+01,2.2653,72.9710,0.5450,13.0001,0.4397,0.0000,1.0112,0.1508,0.5857,0.0000,0.0000,2.2341,2.6238,3.9170,0.3049,2.2166,0.0000,0.0000,0.0000,0.0000,-8.4208431152991e+02,-6.9503794551589e+02,1.2750750016580e+02,2.2624480584016e+01,6.8385443280715e+01,6.2479707e-01,5.1497120e-02,1.7037172e-03,4.3618135e-03,7.6179865e+00,3.4018439e-02,6.1686753e-03,8.7656878e-03,3.4064285e+00,1.3705604e+00,2.5082985e-02,3.7414096e-06,6.0327375e-03,5.8242694e-01,6.1984655e-01,4.9165364e-01,4.9165364e-01,4.9165364e-01,9.1178969e-02,7.0952,4.8749420148725e+01,2.6448,-7.8100728822060e+02,-6.5729542455503e+02,1.0727358250625e+02,1.8432518361309e+01,5.8408827462848e+01,-1.6230915997505e+03,-1.3523333700709e+03, 2.3478108267205e+02, 4.1056998945324e+01, 1.2679427074356e+02, 3.3036973696578e-03,-1.7163857650613e-03, 8.0466119164173e-05, 4.1804949439850e-05, 2.1050095948950e-03,-3.1949383739039e-04, 9.3041234121510e-05, 1.4121598778984e-05
108,881.40,0.400,-11.842,5.0175648792407e+01,2.2701,73.2955,0.5591,12.8855,0.4349,0.0000,1.0033,0.1540,0.5760,0.0000,0.0000,2.2228,2.5219,3.9757,0.3114,2.0599,0.0000,0.0000,0.0000,0.0000,-8.2403472956614e+02,-6.8063227342264e+02,1.2420657987570e+02,2.2103160845219e+01,6.6784347737610e+01,6.3298101e-01,5.1807216e-02,1.6889253e-03,4.4170470e-03,7.8061909e+00,3.4703528e-02,6.5256415e-03,8.6649148e-03,3.4976111e+00,1.3984806e+00,2.5078839e-02,3.6948833e-06,6.0423892e-03,6.0642935e-01,6.1691607e-01,4.9658401e-01,4.9658401e-01,4.9658401e-01,8.2291485e-02,7.2446,4.9822579454359e+01,2.4681,-7.9954479874730e+02,-6.7188061399342e+02,1.1057503607213e+02,2.0186888179364e+01,5.9878079932382e+01,-1.6235795283134e+03,-1.3525128874161e+03, 2.3478161594783e+02, 4.2290049024583e+01, 1.2666242766999e+02, 4.7022300775780e-03,-5.4598253494052e-03, 1.1118998880433e-04, 1.2910425680120e-04, 1.9668949175692e-03,-3.0467569362629e-04, 8.8987042683294e-05, 1.3784258991727e-05
109,881.12,0.400,-11.847,5.0180108540716e+01,2.2700,73.3091,0.5592,12.8793,0.4339,0.0000,1.0006,0.1541,0.5748,0.0000,0.0000,2.2215,2.5174,3.9786,0.3117,2.0596,0.0000,0.0000,0.0000,0.0000,-8.2408467177092e+02,-6.8072912534344e+02,1.2419598350996e+02,2.2105508208689e+01,6.6785177717433e+01,6.3315683e-01,5.1845240e-02,1.6851000e-03,4.4121376e-03,7.8102859e+00,3.4651572e-02,6.5360206e-03,8.6488821e-03,3.4992502e+00,1.3986960e+00,2.5055414e-02,3.6775628e-06,6.0367130e-03,6.0772151e-01,6.1666482e-01,4.9636531e-01,4.9636531e-01,4.9636531e-01,8.2350642e-02,7.2495,4.9819842449216e+01,2.6336,-7.9867600789415e+02,-6.7203581740649e+02,1.0971464586799e+02,1.8916664002743e+01,5.9708568417883e+01,-1.6227606796651e+03,-1.3527649427499e+03, 2.3391062937795e+02, 4.1022172211432e+01, 1.2649374613532e+02, 3.2420444748082e-03,-2.0633989061962e-03, 7.9031516373595e-05, 5.0299601287841e-05, 1.9664604690786e-03,-3.0468984962921e-04, 8.8957939827216e-05, 1.3783435637523e-05
110,881.11,0.400,-11.847,5.0178529384428e+01,2.2700,73.3096,0.5593,12.8791,0.4338,0.0000,1.0005,0.1541,0.5748,0.0000,0.0000,2.2214,2.5173,3.9787,0.3118,2.0596,0.0000,0.0000,0.0000,0.0000,-8.2405797968544e+02,-6.8070888462781e+02,1.2419137143290e+02,2.2104824973571e+01,6.6782910011401e+01,6.3316255e-01,5.1846477e-02,1.6849757e-03,4.4119779e-03,7.8104191e+00,3.4649882e-02,6.5363582e-03,8.6483612e-03,3.4993035e+00,1.3987030e+00,2.5054652e-02,3.6770007e-06,6.0365284e-03,6.0776357e-01,6.1665665e-01,4.9635820e-01,4.9635820e-01,4.9635820e-01,8.2352567e-02,7.2496,4.9821420007776e+01,2.6336,-7.9870054982098e+02,-6.7205753107622e+02,1.0971795932154e+02,1.8917688040646e+01,5.9710467455618e+01,-1.6227585295064e+03,-1.3527664157040e+03, 2.3390933075444e+02, 4.1022513014217e+01, 1.2649337746702e+02, 3.2424998047029e-03,-2.0645749947577e-03, 7.9041959315832e-05, 5.0327852758367e-05, 1.9663787785759e-03,-3.0467984059248e-04, 8.8956993820442e-05, 1.3783408869184e-05
111,882.46,0.350,-11.828,4.9082767961637e+01,2.2752,73.6493,0.5748,12.7588,0.4287,0.0000,0.9919,0.1576,0.5641,0.0000,0.0000,2.2107,2.4094,4.0394,0.3187,1.8967,0.0000,0.0000,0.0000,0.0000,-8.0565586496154e+02,-6.6602240327241e+02,1.2083146193476e+02,2.1572823744445e+01,6.5153437744444e+01,6.4201484e-01,5.2222095e-02,1.6689929e-03,4.4699606e-03,8.0108466e+00,3.5376613e-02,6.9325074e-03,8.5339772e-03,3.5978336e+00,1.4285969e+00,2.5060412e-02,3.6191979e-06,6.0431254e-03,6.3407282e-01,6.1365937e-01,5.0157399e-01,5.0157399e-01,5.0157399e-01,7.3165810e-02,7.4114,5.0915224323396e+01,2.4363,-8.1759408110859e+02,-6.8692005052023e+02,1.1307844095459e+02,2.0898296287817e+01,6.1200040858501e+01,-1.6232499460701e+03,-1.3529424537926e+03, 2.3390990288934e+02, 4.2471120032262e+01, 1.2635347860295e+02, 4.8284047548123e-03,-7.0272333479300e-03, 1.1368677706509e-04, 1.6545910121023e-04, 1.8265482401532e-03,-2.8956147879256e-04, 8.4668945604468e-05, 1.3422511685199e-05
112,882.15,0.350,-11.833,4.9085671119539e+01,2.2752,73.6636,0.5749,12.7523,0.4276,0.0000,0.9890,0.1577,0.5628,0.0000,0.0000,2.2093,2.4047,4.0424,0.3190,1.8965,0.0000,0.0000,0.0000,0.0000,-8.0567917772201e+02,-6.6610002737243e+02,1.2081601888842e+02,2.1574522160150e+01,6.5152054792088e+01,6.4220072e-01,5.2263414e-02,1.6649505e-03,4.4645068e-03,8.0154014e+00,3.5318872e-02,6.9440206e-03,8.5170418e-03,3.5996659e+00,1.4288409e+00,2.5035801e-02,3.6008230e-06,6.0368946e-03,6.3550665e-01,6.1339916e-01,5.0134245e-01,5.0134245e-01,5.0134245e-01,7.3223233e-02,7.4167,5.0914274186489e+01,2.6200,-8.1674291676269e+02,-6.8710298930503e+02,1.1221289057277e+02,1.9433140315983e+01,6.1037858808601e+01,-1.6224220944847e+03,-1.3532030166775e+03, 2.3302890946118e+02, 4.1007662476133e+01, 1.2618991360069e+02, 3.1989087145988e-03,-2.5792835116229e-03, 7.8007584959533e-05, 6.2897599031011e-05, 1.8260527140277e-03,-2.8956928585126e-04, 8.4639312077119e-05, 1.3421816886685e-05
113,882.14,0.350,-11.833,4.9083839760056e+01,2.2752,73.6641,0.5749,12.7521,0.4276,0.0000,0.9889,0.1577,0.5628,0.0000,0.0000,2.2092,2.4045,4.0425,0.3190,1.8965,0.0000,0.0000,0.0000,0.0000,-8.0564820804248e+02,-6.6607660315849e+02,1.2081066720890e+02,2.1573732974643e+01,6.5149428413402e+01,6.4220766e-01,5.2264959e-02,1.6647997e-03,4.4643030e-03,8.0155717e+00,3.5316716e-02,6.9444509e-03,8.5164097e-03,3.5997344e+00,1.4288501e+00,2.5034882e-02,3.6001380e-06,6.0366618e-03,6.3556028e-01,6.1338944e-01,5.0133380e-01,5.0133380e-01,5.0133380e-01,7.3225380e-02,7.4169,5.0916103497563e+01,2.6199,-8.1677122471539e+02,-6.8712821146767e+02,1.1221665712339e+02,1.9434356485565e+01,6.1040046903413e+01,-1.6224194327579e+03,-1.3532048146262e+03, 2.3302732433229e+02, 4.1008089460207e+01, 1.2618947531681e+02, 3.1994558583966e-03,-2.5809232481868e-03, 7.8020115067815e-05, 6.2936929814574e-05, 1.8259620433202e-03,-2.8955813369227e-04, 8.4638205426314e-05, 1.3421790935885e-05
114,883.53,0.300,-11.813,4.7962545998317e+01,2.2808,74.0218,0.5922,12.6250,0.4220,0.0000,0.9795,0.1614,0.5510,0.0000,0.0000,2.1989,2.2900,4.1055,0.3265,1.7261,0.0000,0.0000,0.0000,0.0000,-7.8681400992675e+02,-6.5104702929150e+02,1.1737675748100e+02,2.1028693295053e+01,6.3484781959580e+01,6.5185476e-01,5.2721460e-02,1.6474905e-03,4.5252333e-03,8.2310186e+00,3.6091705e-02,7.3880513e-03,8.3862612e-03,3.7072418e+00,1.4611787e+00,2.5050985e-02,3.5295969e-06,6.0397097e-03,6.6467295e-01,6.1033419e-01,5.0691580e-01,5.0691580e-01,5.0691580e-01,6.3729355e-02,7.5937,5.2035164284922e+01,2.3950,-8.3610092209466e+02,-7.0232987581423e+02,1.1565118104395e+02,2.1726615064520e+01,6.2556179491001e+01,-1.6229149320214e+03,-1.3533769051057e+03, 2.3302793852496e+02, 4.2755308359572e+01, 1.2604096145058e+02, 5.0451591234376e-03,-9.4768294736950e-03, 1.1800076568289e-04, 2.2165269851394e-04, 1.6838377435546e-03,-2.7407154955376e-04, 8.0073341692172e-05, 1.3033218265552e-05
115,883.20,0.300,-11.819,4.7964449090345e+01,2.2808,74.0368,0.5924,12.6183,0.4209,0.0000,0.9765,0.1616,0.5497,0.0000,0.0000,2.1975,2.2851,4.1086,0.3268,1.7259,0.0000,0.0000,0.0000,0.0000,-7.8681992417481e+02,-6.5111285896752e+02,1.1735795103429e+02,2.1029991243458e+01,6.3481964800787e+01,6.5205016e-01,5.2766310e-02,1.6432424e-03,4.5191833e-03,8.2361025e+00,3.6027679e-02,7.4007982e-03,8.3684847e-03,3.7092944e+00,1.4614582e+00,2.5025170e-02,3.5102645e-06,6.0329078e-03,6.6626246e-01,6.1006718e-01,5.0667289e-01,5.0667289e-01,5.0667289e-01,6.3783769e-02,7.5994,5.2035490261443e+01,2.6024,-8.3525513457366e+02,-7.0253431804400e+02,1.1477547660269e+02,1.9995119218134e+01,6.2400146089741e+01,-1.6220750587485e+03,-1.3536471770115e+03, 2.3213342763698e+02, 4.1025110461592e+01, 1.2588211089053e+02, 3.1843873022243e-03,-3.3890862658210e-03, 7.7620444318011e-05, 8.2610046083700e-05, 1.6833124943249e-03,-2.7407726057699e-04, 8.0043423453566e-05, 1.3032685435009e-05
116,883.19,0.300,-11.819,4.7962388955110e+01,2.2808,74.0374,0.5924,12.6180,0.4208,0.0000,0.9763,0.1616,0.5496,0.0000,0.0000,2.1974,2.2849,4.1087,0.3269,1.7259,0.0000,0.0000,0.0000,0.0000,-7.8678506559246e+02,-6.5108657140690e+02,1.1735192497774e+02,2.1029107401197e+01,6.3479014170308e+01,6.5205836e-01,5.2768195e-02,1.6430642e-03,4.5189293e-03,8.2363162e+00,3.6024991e-02,7.4013336e-03,8.3677390e-03,3.7093807e+00,1.4614700e+00,2.5024087e-02,3.5094547e-06,6.0326221e-03,6.6632929e-01,6.1005598e-01,5.0666270e-01,5.0666270e-01,5.0666270e-01,6.3786056e-02,7.5997,5.2037547844106e+01,2.6023,-8.3528678114336e+02,-7.0256274448784e+02,1.1477961701655e+02,1.9996526454874e+01,6.2402590444328e+01,-1.6220718467358e+03,-1.3536493158947e+03, 2.3213154199428e+02, 4.1025633856072e+01, 1.2588160461464e+02, 3.1850305187469e-03,-3.3913670557245e-03, 7.7635132461835e-05, 8.2664586429602e-05, 1.6832153437751e-03,-2.7406527144578e-04, 8.0042167823025e-05, 1.3032663071100e-05
117,884.62,0.250,-11.798,4.6807975773198e+01,2.2870,74.4171,0.6119,12.4828,0.4148,0.0000,0.9659,0.1656,0.5365,0.0000,0.0000,2.1874,2.1627,4.1742,0.3349,1.5461,0.0000,0.0000,0.0000,0.0000,-7.6738950277236e+02,-6.3561228524004e+02,1.1381986749725e+02,2.0467218962293e+01,6.1768124552190e+01,6.6268060e-01,5.3327856e-02,1.6242308e-03,4.5830815e-03,8.4708208e+00,3.6857677e-02,7.9041390e-03,8.2187958e-03,3.8282055e+00,1.4968970e+00,2.5050976e-02,3.4242098e-06,6.0314596e-03,6.9895808e-01,6.0695136e-01,5.1272678e-01,5.1272678e-01,5.1272678e-01,5.3970814e-02,7.7954,5.3189387560519e+01,2.3386,-8.5518303504142e+02,-7.1820457340562e+02,1.1831233535903e+02,2.2744553013599e+01,6.3955337311898e+01,-1.6225725378138e+03,-1.3538168586457e+03, 2.3213220285627e+02, 4.3211771975891e+01, 1.2572346186409e+02, 5.4129940616504e-03,-1.3619569660191e-02, 1.2526665337099e-04, 3.1518192930829e-04, 1.5378766983035e-03,-2.5810185915154e-04, 7.5138527668894e-05, 1.2610499727738e-05
118,884.27,0.250,-11.804,4.6809518740350e+01,2.2869,74.4326,0.6121,12.4759,0.4136,0.0000,0.9627,0.1658,0.5351,0.0000,0.0000,2.1860,2.1577,4.1774,0.3353,1.5460,0.0000,0.0000,0.0000,0.0000,-7.6738860094536e+02,-6.3567489264603e+02,1.1379936129149e+02,2.0468399967296e+01,6.1764756489701e+01,6.6288494e-01,5.3376556e-02,1.6197890e-03,4.5763725e-03,8.4765242e+00,3.6786759e-02,7.9182446e-03,8.2002487e-03,3.8305136e+00,1.4972211e+00,2.5023906e-02,3.4040384e-06,6.0240697e-03,7.0072108e-01,6.0667996e-01,5.1247432e-01,5.1247432e-01,5.1247432e-01,5.4020812e-02,7.8016,5.3190414390211e+01,2.5785,-8.5432723142882e+02,-7.1842381061235e+02,1.1741923210526e+02,2.0628424293671e+01,6.3803949499923e+01,-1.6217158323742e+03,-1.3540987032584e+03, 2.3121859339675e+02, 4.1096824260967e+01, 1.2556870598962e+02, 3.2179929029062e-03,-4.7625096273900e-03, 7.8302714644609e-05, 1.1588510093013e-04, 1.5373525828405e-03,-2.5810992706248e-04, 7.5108586176588e-05, 1.2610166279479e-05
119,884.25,0.250,-11.804,4.6807259195661e+01,2.2869,74.4333,0.6121,12.4756,0.4135,0.0000,0.9626,0.1658,0.5350,0.0000,0.0000,2.1859,2.1574,4.1775,0.3353,1.5460,0.0000,0.0000,0.0000,0.0000,-7.6735034130538e+02,-6.3564613979553e+02,1.1379274225359e+02,2.0467435381774e+01,6.1761524344891e+01,6.6289442e-01,5.3378818e-02,1.6195832e-03,4.5760611e-03,8.4767890e+00,3.6783469e-02,7.9188994e-03,8.1993890e-03,3.8306208e+00,1.4972361e+00,2.5022650e-02,3.4031048e-06,6.0237268e-03,7.0080301e-01,6.0666737e-01,5.1246262e-01,5.1246262e-01,5.1246262e-01,5.4023134e-02,7.8019,5.3192670825021e+01,2.5784,-8.5436168993146e+02,-7.1845505814236e+02,1.1742365197494e+02,2.0630021898008e+01,6.3806610157597e+01,-1.6217120312368e+03,-1.3541011979379e+03, 2.3121639422853e+02, 4.1097457279782e+01, 1.2556813450249e+02, 3.2187391790129e-03,-4.7657250219333e-03, 7.8319667250955e-05, 1.1596155425114e-04, 1.5372517132547e-03,-2.5809744701371e-04, 7.5107197583904e-05, 1.2610150817603e-05
120,888.18,0.200,-11.738,4.3645431570598e+01,2.2952,74.4693,0.6467,12.5126,0.4064,0.0000,0.9498,0.1778,0.5293,0.0000,0.0000,2.1834,2.0232,4.3935,0.3596,1.3485,0.0000,0.0000,0.0000,0.0000,-7.1492533180819e+02,-5.9238198861946e+02,1.0551988350044e+02,1.9015686639923e+01,5.7465167522216e+01,6.6954039e-01,5.4186080e-02,1.6412834e-03,4.7165148e-03,8.8094767e+00,3.7740576e-02,8.9180697e-03,8.2664764e-03,3.9385889e+00,1.5336757e+00,2.5208108e-02,3.4952627e-06,6.3909863e-03,7.5826019e-01,6.0611726e-01,5.2204154e-01,5.2204154e-01,5.2204154e-01,4.3595098e-02,7.9596,5.6353906173597e+01,2.1994,-9.0789771646838e+02,-7.6191729471020e+02,1.2570113313739e+02,2.5622120319317e+01,6.7787877721394e+01,-1.6228230482766e+03,-1.3542992833297e+03, 2.3122101663783e+02, 4.4637806959240e+01, 1.2525304524361e+02, 6.7544456529397e-03,-2.5361786569159e-02, 1.5131670019335e-04, 5.6816829268333e-04, 1.3357504341555e-03,-2.3042608065454e-04, 7.0244659551298e-05, 1.2117683942623e-05
