Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
117,884.62,0.250,-11.798,6.6539,3.4096,52.6296,0.0408,1.3814,0.6679,0.0000,22.1896,0.0000,22.2126,0.0000,0.0000,0.8608,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.768,-78.631,13.938,1.952,7.836,-0.696860,0.964401,0.691019,0.021467,-0.019185,0.037901,0.001256
118,884.27,0.250,-11.804,6.6673,3.4097,52.6283,0.0407,1.3798,0.6668,0.0000,22.2007,0.0000,22.2057,0.0000,0.0000,0.8605,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.945,-78.784,13.963,1.955,7.851,-0.697201,0.964412,0.691399,0.021449,-0.019170,0.037856,0.001254
119,884.25,0.250,-11.804,6.6675,3.4097,52.6283,0.0407,1.3798,0.6668,0.0000,22.2012,0.0000,22.2054,0.0000,0.0000,0.8605,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-94.949,-78.787,13.964,1.955,7.851,-0.697217,0.964413,0.691416,0.021449,-0.019169,0.037854,0.001254
120,888.18,0.200,-11.738,6.7746,3.4105,52.5948,0.0408,1.3808,0.6784,0.0000,22.3031,0.0000,22.1310,0.0000,0.0000,0.8539,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-96.451,-79.946,14.212,1.986,7.977,-0.701217,0.964669,0.694954,0.021329,-0.019043,0.038064,0.001243
121,887.74,0.200,-11.746,6.7905,3.4104,52.5995,0.0409,1.3791,0.6765,0.0000,22.2934,0.0000,22.1398,0.0000,0.0000,0.8537,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-96.680,-80.146,14.243,1.991,7.996,-0.700823,0.964681,0.694613,0.021319,-0.019029,0.037996,0.001242
122,887.75,0.200,-11.745,6.7903,3.4105,52.5993,0.0409,1.3792,0.6766,0.0000,22.2936,0.0000,22.1396,0.0000,0.0000,0.8537,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-96.678,-80.143,14.243,1.991,7.996,-0.700832,0.964680,0.694621,0.021319,-0.019029,0.037998,0.001242
123,893.33,0.150,-11.650,6.8826,3.4090,52.5983,0.0421,1.3892,0.6913,0.0000,22.2399,0.0000,22.1732,0.0000,0.0000,0.8489,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-98.117,-81.229,14.477,2.019,8.111,-0.699665,0.964884,0.692801,0.021363,-0.019007,0.038385,0.001239
124,892.75,0.150,-11.660,6.8999,3.4089,52.6041,0.0422,1.3872,0.6889,0.0000,22.2278,0.0000,22.1842,0.0000,0.0000,0.8486,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-98.367,-81.449,14.510,2.024,8.131,-0.699175,0.964898,0.692375,0.021355,-0.018994,0.038303,0.001237
125,892.76,0.150,-11.660,6.8998,3.4089,52.6040,0.0422,1.3872,0.6890,0.0000,22.2280,0.0000,22.1840,0.0000,0.0000,0.8486,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-98.365,-81.448,14.510,2.024,8.131,-0.699184,0.964898,0.692383,0.021356,-0.018994,0.038305,0.001237
126,898.76,0.100,-11.557,6.9985,3.4072,52.6026,0.0439,1.4033,0.7054,0.0000,22.1565,0.0000,22.2285,0.0000,0.0000,0.8428,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-99.919,-82.619,14.763,2.054,8.255,-0.697620,0.965148,0.689955,0.021523,-0.019066,0.038832,0.001228
127,898.03,0.100,-11.570,7.0153,3.4071,52.6093,0.0440,1.4013,0.7025,0.0000,22.1419,0.0000,22.2417,0.0000,0.0000,0.8423,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.161,-82.836,14.793,2.059,8.274,-0.697044,0.965172,0.689441,0.021524,-0.019060,0.038742,0.001226
128,898.04,0.100,-11.570,7.0152,3.4071,52.6093,0.0440,1.4013,0.7025,0.0000,22.1420,0.0000,22.2415,0.0000,0.0000,0.8423,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.161,-82.835,14.793,2.059,8.274,-0.697050,0.965172,0.689446,0.021524,-0.019060,0.038742,0.001226
129,904.83,0.050,-11.454,7.1222,3.4049,52.6058,0.0470,1.4340,0.7229,0.0000,22.0306,0.0000,22.3121,0.0000,0.0000,0.8309,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-101.882,-84.128,15.072,2.092,8.410,-0.694797,0.965663,0.685646,0.022037,-0.019407,0.039650,0.001208
130,903.93,0.050,-11.470,7.1369,3.4047,52.6133,0.0472,1.4327,0.7194,0.0000,22.0128,0.0000,22.3281,0.0000,0.0000,0.8298,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-102.098,-84.327,15.097,2.096,8.427,-0.694143,0.965712,0.685019,0.022062,-0.019421,0.039566,0.001205
