Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
84,873.92,0.800,-11.941,1.7497,4.8285,0.0000,9.4395,2.6166,49.1617,0.0000,36.0273,0.0000,2.7549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.792,-8.988,3.316,0.362,1.582,0.000000,-0.094519,0.681606,0.151337,0.261576
85,873.92,0.800,-11.941,1.7516,4.8285,0.0000,9.4395,2.6166,49.1617,0.0000,36.0273,0.0000,2.7549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.806,-8.998,3.320,0.363,1.584,0.000000,-0.094519,0.681606,0.151337,0.261576
86,873.92,0.800,-11.941,1.7516,4.8285,0.0000,9.4394,2.6166,49.1618,0.0000,36.0272,0.0000,2.7549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.806,-8.998,3.320,0.363,1.584,0.000000,-0.094519,0.681607,0.151338,0.261575
87,875.06,0.750,-11.925,1.7487,4.8291,0.0000,9.4548,2.5953,49.1455,0.0000,36.0710,0.0000,2.7334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.783,-8.976,3.316,0.362,1.581,0.000000,-0.093823,0.681559,0.150194,0.262070
88,875.06,0.750,-11.925,1.7506,4.8291,0.0000,9.4548,2.5953,49.1455,0.0000,36.0710,0.0000,2.7334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.797,-8.986,3.319,0.363,1.583,0.000000,-0.093823,0.681559,0.150194,0.262070
89,875.06,0.750,-11.925,1.7506,4.8291,0.0000,9.4548,2.5953,49.1455,0.0000,36.0709,0.0000,2.7334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.797,-8.986,3.319,0.363,1.583,0.000000,-0.093824,0.681560,0.150194,0.262069
90,876.23,0.700,-11.908,1.7461,4.8298,0.0000,9.4729,2.5728,49.1246,0.0000,36.1194,0.0000,2.7103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.762,-8.956,3.312,0.362,1.578,0.000000,-0.093067,0.681458,0.148965,0.262644
91,876.23,0.700,-11.908,1.7480,4.8298,0.0000,9.4729,2.5728,49.1246,0.0000,36.1194,0.0000,2.7103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.776,-8.965,3.316,0.362,1.580,0.000000,-0.093067,0.681458,0.148965,0.262644
92,876.23,0.700,-11.908,1.7480,4.8298,0.0000,9.4729,2.5728,49.1246,0.0000,36.1194,0.0000,2.7103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.776,-8.965,3.316,0.362,1.580,0.000000,-0.093067,0.681458,0.148965,0.262643
93,877.43,0.650,-11.891,1.7418,4.8306,0.0000,9.4940,2.5491,49.0982,0.0000,36.1731,0.0000,2.6855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.728,-8.926,3.305,0.361,1.574,0.000000,-0.092245,0.681293,0.147645,0.263307
94,877.43,0.650,-11.891,1.7436,4.8306,0.0000,9.4940,2.5491,49.0982,0.0000,36.1731,0.0000,2.6855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.742,-8.935,3.308,0.361,1.576,0.000000,-0.092245,0.681293,0.147645,0.263307
95,877.43,0.650,-11.891,1.7436,4.8306,0.0000,9.4941,2.5491,49.0982,0.0000,36.1732,0.0000,2.6855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.742,-8.935,3.308,0.361,1.576,0.000000,-0.092245,0.681293,0.147644,0.263308
96,878.66,0.600,-11.873,1.7354,4.8314,0.0000,9.5187,2.5241,49.0657,0.0000,36.2327,0.0000,2.6588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.679,-8.885,3.294,0.359,1.568,0.000000,-0.091354,0.681054,0.146226,0.264073
97,878.66,0.600,-11.873,1.7372,4.8314,0.0000,9.5187,2.5241,49.0657,0.0000,36.2327,0.0000,2.6588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.693,-8.895,3.298,0.360,1.570,0.000000,-0.091354,0.681054,0.146226,0.264073
98,878.65,0.600,-11.873,1.7372,4.8314,0.0000,9.5187,2.5241,49.0657,0.0000,36.2327,0.0000,2.6588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.693,-8.895,3.298,0.360,1.570,0.000000,-0.091353,0.681054,0.146226,0.264074
99,879.91,0.550,-11.855,1.7267,4.8322,0.0000,9.5474,2.4976,49.0261,0.0000,36.2986,0.0000,2.6303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.614,-8.833,3.279,0.357,1.561,0.000000,-0.090388,0.680728,0.144704,0.264956
100,879.91,0.550,-11.855,1.7286,4.8322,0.0000,9.5474,2.4976,49.0261,0.0000,36.2986,0.0000,2.6303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.627,-8.842,3.283,0.358,1.562,0.000000,-0.090388,0.680728,0.144704,0.264956
101,879.91,0.550,-11.855,1.7286,4.8322,0.0000,9.5474,2.4976,49.0260,0.0000,36.2987,0.0000,2.6303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.627,-8.842,3.283,0.358,1.562,0.000000,-0.090388,0.680728,0.144703,0.264958
102,881.21,0.500,-11.836,1.7155,4.8331,0.0000,9.5807,2.4696,48.9781,0.0000,36.3719,0.0000,2.5996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.529,-8.767,3.259,0.355,1.550,0.000000,-0.089343,0.680301,0.143068,0.265974
103,881.21,0.500,-11.836,1.7173,4.8331,0.0000,9.5807,2.4696,48.9781,0.0000,36.3719,0.0000,2.5996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.542,-8.776,3.262,0.355,1.552,0.000000,-0.089343,0.680301,0.143068,0.265974
104,881.20,0.500,-11.836,1.7173,4.8331,0.0000,9.5808,2.4696,48.9780,0.0000,36.3720,0.0000,2.5996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.542,-8.776,3.262,0.355,1.552,0.000000,-0.089343,0.680299,0.143067,0.265977
105,882.53,0.450,-11.817,1.7013,4.8341,0.0000,9.6195,2.4400,48.9204,0.0000,36.4534,0.0000,2.5668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.423,-8.686,3.233,0.352,1.537,0.000000,-0.088211,0.679751,0.141311,0.267150
106,882.53,0.450,-11.817,1.7031,4.8341,0.0000,9.6195,2.4400,48.9204,0.0000,36.4534,0.0000,2.5668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.436,-8.695,3.237,0.352,1.539,0.000000,-0.088211,0.679751,0.141311,0.267150
107,882.53,0.450,-11.817,1.7031,4.8341,0.0000,9.6196,2.4399,48.9202,0.0000,36.4536,0.0000,2.5667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.436,-8.695,3.237,0.352,1.539,0.000000,-0.088211,0.679749,0.141309,0.267153
108,883.90,0.400,-11.796,1.6836,4.8352,0.0000,9.6647,2.4084,48.8511,0.0000,36.5444,0.0000,2.5314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.291,-8.587,3.201,0.348,1.521,0.000000,-0.086984,0.679054,0.139419,0.268511
109,883.90,0.400,-11.796,1.6854,4.8352,0.0000,9.6647,2.4084,48.8511,0.0000,36.5444,0.0000,2.5314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.304,-8.596,3.204,0.349,1.523,0.000000,-0.086984,0.679054,0.139419,0.268511
110,883.89,0.400,-11.797,1.6855,4.8352,0.0000,9.6649,2.4084,48.8509,0.0000,36.5446,0.0000,2.5313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.304,-8.596,3.205,0.349,1.523,0.000000,-0.086983,0.679052,0.139416,0.268516
111,885.30,0.350,-11.776,1.6619,4.8363,0.0000,9.7177,2.3749,48.7677,0.0000,36.6465,0.0000,2.4933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.129,-8.467,3.161,0.344,1.501,0.000000,-0.085651,0.678178,0.137376,0.270097
112,885.30,0.350,-11.776,1.6637,4.8363,0.0000,9.7177,2.3749,48.7677,0.0000,36.6465,0.0000,2.4933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.142,-8.476,3.164,0.344,1.503,0.000000,-0.085651,0.678178,0.137376,0.270097
113,885.29,0.350,-11.776,1.6637,4.8363,0.0000,9.7179,2.3748,48.7674,0.0000,36.6468,0.0000,2.4932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.142,-8.476,3.165,0.344,1.503,0.000000,-0.085650,0.678175,0.137373,0.270103
114,886.75,0.300,-11.754,1.6352,4.8374,0.0000,9.7803,2.3389,48.6668,0.0000,36.7620,0.0000,2.4520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.931,-8.322,3.112,0.338,1.477,0.000000,-0.084197,0.677077,0.135162,0.271958
115,886.75,0.300,-11.754,1.6370,4.8374,0.0000,9.7803,2.3389,48.6668,0.0000,36.7620,0.0000,2.4520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.944,-8.331,3.115,0.338,1.478,0.000000,-0.084197,0.677077,0.135162,0.271958
116,886.74,0.300,-11.754,1.6370,4.8375,0.0000,9.7806,2.3388,48.6664,0.0000,36.7623,0.0000,2.4519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.944,-8.331,3.115,0.338,1.478,0.000000,-0.084196,0.677073,0.135157,0.271965
117,888.26,0.250,-11.731,1.6024,4.8387,0.0000,9.8551,2.3002,48.5437,0.0000,36.8940,0.0000,2.4070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.689,-8.146,3.051,0.331,1.447,0.000000,-0.082600,0.675687,0.132744,0.274169
118,888.26,0.250,-11.731,1.6042,4.8387,0.0000,9.8551,2.3002,48.5437,0.0000,36.8940,0.0000,2.4070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.702,-8.155,3.054,0.332,1.448,0.000000,-0.082600,0.675687,0.132744,0.274169
119,888.25,0.250,-11.732,1.6042,4.8387,0.0000,9.8554,2.3000,48.5432,0.0000,36.8944,0.0000,2.4069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.702,-8.155,3.054,0.332,1.448,0.000000,-0.082598,0.675681,0.132739,0.274178
120,890.64,0.200,-11.693,1.5830,4.8391,0.0000,9.9494,2.2701,48.3796,0.0000,37.0264,0.0000,2.3745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.553,-8.042,3.017,0.327,1.429,0.000000,-0.081491,0.673616,0.130995,0.276880
121,890.64,0.200,-11.693,1.5849,4.8391,0.0000,9.9494,2.2701,48.3796,0.0000,37.0264,0.0000,2.3745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.567,-8.052,3.020,0.328,1.431,0.000000,-0.081491,0.673616,0.130995,0.276880
122,890.64,0.200,-11.693,1.5848,4.8391,0.0000,9.9493,2.2701,48.3797,0.0000,37.0264,0.0000,2.3745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.566,-8.052,3.020,0.328,1.431,0.000000,-0.081491,0.673618,0.130995,0.276878
123,896.54,0.150,-11.592,1.6565,4.8351,0.0000,10.0875,2.2904,48.1114,0.0000,37.0948,0.0000,2.4158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.135,-8.432,3.166,0.343,1.497,0.000000,-0.083282,0.669513,0.133201,0.280568
124,896.54,0.150,-11.592,1.6590,4.8351,0.0000,10.0875,2.2904,48.1114,0.0000,37.0948,0.0000,2.4158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.154,-8.445,3.171,0.343,1.499,0.000000,-0.083282,0.669513,0.133201,0.280568
125,896.54,0.150,-11.592,1.6590,4.8351,0.0000,10.0875,2.2904,48.1116,0.0000,37.0948,0.0000,2.4158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.154,-8.445,3.171,0.343,1.499,0.000000,-0.083281,0.669514,0.133201,0.280566
126,903.00,0.100,-11.482,1.7412,4.8303,0.0000,10.2709,2.3152,47.7551,0.0000,37.1932,0.0000,2.4656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.813,-8.886,3.339,0.360,1.574,0.000000,-0.085424,0.664100,0.135850,0.285474
127,903.00,0.100,-11.482,1.7438,4.8303,0.0000,10.2709,2.3152,47.7551,0.0000,37.1932,0.0000,2.4656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.832,-8.899,3.344,0.361,1.577,0.000000,-0.085424,0.664100,0.135850,0.285474
128,903.00,0.100,-11.482,1.7438,4.8303,0.0000,10.2709,2.3153,47.7551,0.0000,37.1932,0.0000,2.4656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.832,-8.899,3.344,0.361,1.577,0.000000,-0.085424,0.664100,0.135850,0.285473
129,910.49,0.050,-11.355,1.8458,4.8238,0.0000,10.5517,2.3524,47.2062,0.0000,37.3559,0.0000,2.5338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.665,-9.459,3.553,0.383,1.671,0.000000,-0.088287,0.655824,0.139471,0.292992
130,910.49,0.050,-11.355,1.8484,4.8238,0.0000,10.5517,2.3524,47.2062,0.0000,37.3559,0.0000,2.5338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.684,-9.472,3.558,0.383,1.673,0.000000,-0.088287,0.655824,0.139471,0.292992
