Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
60,865.83,1.200,-12.054,6.5059718952867e+01,2.2207,69.0937,0.4240,14.3286,0.4943,0.0000,1.1050,0.1168,0.6681,0.0000,0.0000,2.4870,3.6696,3.2138,0.2362,4.1629,0.0000,0.0000,0.0000,0.0000,-1.0744550694828e+03,-8.7947658028739e+02,1.7118759889745e+02,2.9297297134230e+01,8.9350831182091e+01,5.4532016e-01,5.0390257e-02,1.8577718e-03,3.8217158e-03,5.5228971e+00,2.7200294e-02,3.1488717e-03,9.4353351e-03,2.4779388e+00,1.0682273e+00,2.6224375e-02,3.7681309e-06,5.7396220e-03,3.5648588e-01,6.5471744e-01,4.3354226e-01,4.3354226e-01,4.3354226e-01,1.9443030e-01,5.5864,3.4940065652855e+01,2.6905,-5.5380061380028e+02,-4.6680125945452e+02,7.6383864894714e+01,1.2986576458177e+01,4.1796998998884e+01,-1.6282556832831e+03,-1.3462778397419e+03, 2.4757146379216e+02, 4.2283873592407e+01, 1.3114783018097e+02, 5.0304503727417e-03,-8.8267057198937e-04, 1.1896853209884e-04, 2.0874874910890e-05, 4.0317026457929e-03,-5.1229672753114e-04, 1.3761346745814e-04, 1.7486143011213e-05
61,865.83,1.200,-12.054,6.5130503820734e+01,2.2207,69.0937,0.4240,14.3286,0.4943,0.0000,1.1050,0.1168,0.6681,0.0000,0.0000,2.4870,3.6696,3.2138,0.2362,4.1629,0.0000,0.0000,0.0000,0.0000,-1.0756240748420e+03,-8.8043344936909e+02,1.7137385072521e+02,2.9329172545618e+01,8.9448044740368e+01,5.4532016e-01,5.0390257e-02,1.8577718e-03,3.8217158e-03,5.5228971e+00,2.7200294e-02,3.1488717e-03,9.4353351e-03,2.4779388e+00,1.0682273e+00,2.6224375e-02,3.7681309e-06,5.7396220e-03,3.5648588e-01,6.5471744e-01,4.3354226e-01,4.3354226e-01,4.3354226e-01,1.9443030e-01,5.5864,3.4869496179215e+01,2.7751,-5.5190015195459e+02,-4.6599713862239e+02,7.5421297247082e+01,1.2565022186673e+01,4.1458280299808e+01,-1.6275242267966e+03,-1.3464305879915e+03, 2.4679514797229e+02, 4.1894194732291e+01, 1.3090632504018e+02, 4.3948102874294e-03,-5.3169512661271e-04, 1.0490260799886e-04, 1.2691379557724e-05, 4.0360891316807e-03,-5.1285410553307e-04, 1.3761346745814e-04, 1.7486143011208e-05
62,865.83,1.200,-12.054,6.5131360880155e+01,2.2207,69.0935,0.4240,14.3286,0.4943,0.0000,1.1050,0.1168,0.6681,0.0000,0.0000,2.4871,3.6696,3.2138,0.2362,4.1629,0.0000,0.0000,0.0000,0.0000,-1.0756385273208e+03,-8.8044428368978e+02,1.7137628960236e+02,2.9329526222515e+01,8.9449270619827e+01,5.4531919e-01,5.0389713e-02,1.8578378e-03,3.8217920e-03,5.5228922e+00,2.7201076e-02,3.1488330e-03,9.4355817e-03,2.4779424e+00,1.0682315e+00,2.6224889e-02,3.7683922e-06,5.7396938e-03,3.5647689e-01,6.5472096e-01,4.3354705e-01,4.3354705e-01,4.3354705e-01,1.9442522e-01,5.5863,3.4868638960682e+01,2.7751,-5.5188690704844e+02,-4.6598545224741e+02,7.5419604192192e+01,1.2564708603002e+01,4.1457277066228e+01,-1.6275254343692e+03,-1.3464297359372e+03, 2.4679589379455e+02, 4.1894234825516e+01, 1.3090654768605e+02, 4.3948272735277e-03,-5.3169829576350e-04, 1.0490291305788e-04, 1.2691443058405e-05, 4.0361151627650e-03,-5.1285778466350e-04, 1.3761269555274e-04, 1.7486057591677e-05
63,866.74,1.150,-12.041,6.4283182473019e+01,2.2226,69.2984,0.4289,14.2629,0.4923,0.0000,1.1019,0.1183,0.6662,0.0000,0.0000,2.4677,3.6260,3.2488,0.2393,4.0494,0.0000,0.0000,0.0000,0.0000,-1.0613712894340e+03,-8.6911512296257e+02,1.6866151202519e+02,2.8922649326171e+01,8.8152271060526e+01,5.4886257e-01,5.0318227e-02,1.8539011e-03,3.8481757e-03,5.6322659e+00,2.7549680e-02,3.2646815e-03,9.4365268e-03,2.5231898e+00,1.0840957e+00,2.6129166e-02,3.8026803e-06,5.7664788e-03,3.6600041e-01,6.5323348e-01,4.3710749e-01,4.3710749e-01,4.3710749e-01,1.8889846e-01,5.6578,3.5716561440981e+01,2.6854,-5.6658562390927e+02,-4.7752009986011e+02,7.8134950005268e+01,1.3300434345363e+01,4.2734671408592e+01,-1.6279569133432e+03,-1.3466352228227e+03, 2.4679646203046e+02, 4.2223083671534e+01, 1.3088694246912e+02, 4.9453166490672e-03,-9.0745316856323e-04, 1.1712353099405e-04, 2.1491873393772e-05, 3.9140156923678e-03,-5.0132436704984e-04, 1.3532701130620e-04, 1.7333279582940e-05
64,866.74,1.150,-12.041,6.4353016087377e+01,2.2226,69.2984,0.4289,14.2629,0.4923,0.0000,1.1019,0.1183,0.6662,0.0000,0.0000,2.4677,3.6260,3.2488,0.2393,4.0494,0.0000,0.0000,0.0000,0.0000,-1.0625243031846e+03,-8.7005928048558e+02,1.6884473635441e+02,2.8954069256885e+01,8.8248034702985e+01,5.4886257e-01,5.0318227e-02,1.8539011e-03,3.8481757e-03,5.6322659e+00,2.7549680e-02,3.2646815e-03,9.4365268e-03,2.5231898e+00,1.0840957e+00,2.6129166e-02,3.8026803e-06,5.7664788e-03,3.6600041e-01,6.5323348e-01,4.3710749e-01,4.3710749e-01,4.3710749e-01,1.8889846e-01,5.6578,3.5646983912573e+01,2.7717,-5.6469970746165e+02,-4.7673118807583e+02,7.7172575332907e+01,1.2860985385649e+01,4.2401298484468e+01,-1.6272240106462e+03,-1.3467904685614e+03, 2.4601731168732e+02, 4.1815054642534e+01, 1.3064933318745e+02, 4.2857669145123e-03,-5.2121478504294e-04, 1.0249339504994e-04, 1.2464763934871e-05, 3.9182676576888e-03,-5.0186897749353e-04, 1.3532701130626e-04, 1.7333279582944e-05
65,866.75,1.150,-12.041,6.4353828905706e+01,2.2226,69.2982,0.4289,14.2630,0.4923,0.0000,1.1019,0.1183,0.6662,0.0000,0.0000,2.4677,3.6260,3.2488,0.2393,4.0493,0.0000,0.0000,0.0000,0.0000,-1.0625380102668e+03,-8.7006955509267e+02,1.6884704968172e+02,2.8954404681160e+01,8.8249196623277e+01,5.4886164e-01,5.0317710e-02,1.8539644e-03,3.8482494e-03,5.6322606e+00,2.7550440e-02,3.2646424e-03,9.4367638e-03,2.5231929e+00,1.0840997e+00,2.6129653e-02,3.8029345e-06,5.7665491e-03,3.6599150e-01,6.5323689e-01,4.3711211e-01,4.3711211e-01,4.3711211e-01,1.8889366e-01,5.6577,3.5646170959960e+01,2.7717,-5.6468715732197e+02,-4.7672009915729e+02,7.7170974468773e+01,1.2860687922164e+01,4.2400347534622e+01,-1.6272251675888e+03,-1.3467896542500e+03, 2.4601802415049e+02, 4.1815092603325e+01, 1.3064954415790e+02, 4.2857828146654e-03,-5.2121776417821e-04, 1.0249368225301e-04, 1.2464823864500e-05, 3.9182921480083e-03,-5.0187244143624e-04, 1.3532628942490e-04, 1.7333198418781e-05
66,867.69,1.100,-12.029,6.3491372029679e+01,2.2246,69.5079,0.4340,14.1952,0.4901,0.0000,1.0986,0.1199,0.6640,0.0000,0.0000,2.4488,3.5798,3.2850,0.2426,3.9342,0.0000,0.0000,0.0000,0.0000,-1.0480335768526e+03,-8.5854541353125e+02,1.6609568873188e+02,2.8540327519879e+01,8.6932662644744e+01,5.5256569e-01,5.0257246e-02,1.8496249e-03,3.8760098e-03,5.7446204e+00,2.7913286e-02,3.3876157e-03,9.4343448e-03,2.5699798e+00,1.1003835e+00,2.6037114e-02,3.8353632e-06,5.7932259e-03,3.7596828e-01,6.5166133e-01,4.4071595e-01,4.4071595e-01,4.4071595e-01,1.8320404e-01,5.7317,3.6508327518951e+01,2.6801,-5.7962768857014e+02,-4.8844866513882e+02,7.9922895600823e+01,1.3622138399821e+01,4.3691031913844e+01,-1.6276612654228e+03,-1.3469940786701e+03, 2.4601858433271e+02, 4.2162465919700e+01, 1.3062369455859e+02, 4.8603849607727e-03,-9.3694937877095e-04, 1.1527753073147e-04, 2.2222357215904e-05, 3.7949876707528e-03,-4.9011289711591e-04, 1.3296931046462e-04, 1.7172644454572e-05
67,867.69,1.100,-12.029,6.3560240860651e+01,2.2246,69.5079,0.4340,14.1952,0.4901,0.0000,1.0986,0.1199,0.6640,0.0000,0.0000,2.4488,3.5798,3.2850,0.2426,3.9342,0.0000,0.0000,0.0000,0.0000,-1.0491703745769e+03,-8.5947667422153e+02,1.6627585204458e+02,2.8571285096136e+01,8.7026958147556e+01,5.5256569e-01,5.0257246e-02,1.8496249e-03,3.8760098e-03,5.7446204e+00,2.7913286e-02,3.3876157e-03,9.4343448e-03,2.5699798e+00,1.1003835e+00,2.6037114e-02,3.8353632e-06,5.7932259e-03,3.7596828e-01,6.5166133e-01,4.4071595e-01,4.4071595e-01,4.4071595e-01,1.8320404e-01,5.7317,3.6439759139311e+01,2.7684,-5.7775650819325e+02,-4.8767524239376e+02,7.8960657080356e+01,1.3162928414836e+01,4.3363269052491e+01,-1.6269268827701e+03,-1.3471519166153e+03, 2.4523650912493e+02, 4.1734213510972e+01, 1.3039022720005e+02, 4.1755854300640e-03,-5.1050628371883e-04, 1.0005185383370e-04, 1.2232320697373e-05, 3.7991040783231e-03,-4.9064452056606e-04, 1.3296931046469e-04, 1.7172644454569e-05
68,867.69,1.100,-12.028,6.3561003115841e+01,2.2246,69.5077,0.4340,14.1953,0.4901,0.0000,1.0987,0.1199,0.6640,0.0000,0.0000,2.4488,3.5799,3.2850,0.2426,3.9341,0.0000,0.0000,0.0000,0.0000,-1.0491832296781e+03,-8.5948630901386e+02,1.6627802187811e+02,2.8571599650248e+01,8.7028047160372e+01,5.5256479e-01,5.0256759e-02,1.8496850e-03,3.8760803e-03,5.7446145e+00,2.7914018e-02,3.3875766e-03,9.4345702e-03,2.5699824e+00,1.1003872e+00,2.6037570e-02,3.8356077e-06,5.7932939e-03,3.7595954e-01,6.5166459e-01,4.4072035e-01,4.4072035e-01,4.4072035e-01,1.8319956e-01,5.7316,3.6438996775123e+01,2.7684,-5.7774474992017e+02,-4.8766483763878e+02,7.8959160605550e+01,1.3162649400687e+01,4.3362377768684e+01,-1.6269279795982e+03,-1.3471511466526e+03, 2.4523718248366e+02, 4.1734249050935e+01, 1.3039042492906e+02, 4.1756001448321e-03,-5.1050905196311e-04, 1.0005212121430e-04, 1.2232376610875e-05, 3.7991268592095e-03,-4.9064774451086e-04, 1.3296864388818e-04, 1.7172568232686e-05
69,868.66,1.050,-12.015,6.2683888133821e+01,2.2268,69.7225,0.4394,14.1252,0.4878,0.0000,1.0953,0.1216,0.6614,0.0000,0.0000,2.4302,3.5309,3.3224,0.2460,3.8171,0.0000,0.0000,0.0000,0.0000,-1.0344352027738e+03,-8.4776215760726e+02,1.6348905934034e+02,2.8150142598154e+01,8.5691483044360e+01,5.5644195e-01,5.0208288e-02,1.8449080e-03,3.9052966e-03,5.8601136e+00,2.8292011e-02,3.5183245e-03,9.4284758e-03,2.6184165e+00,1.1171167e+00,2.5948506e-02,3.8658745e-06,5.8197930e-03,3.8642606e-01,6.4999746e-01,4.4436968e-01,4.4436968e-01,4.4436968e-01,1.7733910e-01,5.8082,3.7315762988081e+01,2.6746,-5.9293353725347e+02,-4.9959228368368e+02,8.1748673088610e+01,1.3952083432678e+01,4.4666571051670e+01,-1.6273687400272e+03,-1.3473544412909e+03, 2.4523773242895e+02, 4.2102226030832e+01, 1.3035805409603e+02, 4.7757791416600e-03,-9.7206116801713e-04, 1.1343293673267e-04, 2.3088118127181e-05, 3.6746108925082e-03,-4.7866020354593e-04, 1.3053613777250e-04, 1.7003828732907e-05
70,868.66,1.050,-12.015,6.2751774505580e+01,2.2268,69.7225,0.4394,14.1252,0.4878,0.0000,1.0953,0.1216,0.6614,0.0000,0.0000,2.4302,3.5309,3.3224,0.2460,3.8171,0.0000,0.0000,0.0000,0.0000,-1.0355554914924e+03,-8.4868028024911e+02,1.6366611726369e+02,2.8180629077245e+01,8.5784286538976e+01,5.5644195e-01,5.0208288e-02,1.8449080e-03,3.9052966e-03,5.8601136e+00,2.8292011e-02,3.5183245e-03,9.4284758e-03,2.6184165e+00,1.1171167e+00,2.5948506e-02,3.8658745e-06,5.8197930e-03,3.8642606e-01,6.4999746e-01,4.4436968e-01,4.4436968e-01,4.4436968e-01,1.7733910e-01,5.8082,3.7248225494382e+01,2.7651,-5.9107739208488e+02,-4.9883467989051e+02,8.0786565806587e+01,1.3471007406219e+01,4.4344694341155e+01,-1.6266328835773e+03,-1.3475149601396e+03, 2.4445268307028e+02, 4.1651636483463e+01, 1.3012898088013e+02, 4.0642633940577e-03,-4.9956775344551e-04, 9.7577520049453e-05, 1.1993952594008e-05, 3.6785904797445e-03,-4.7917859041494e-04, 1.3053613777256e-04, 1.7003828732903e-05
71,868.66,1.050,-12.015,6.2752479346966e+01,2.2268,69.7224,0.4394,14.1253,0.4878,0.0000,1.0953,0.1216,0.6615,0.0000,0.0000,2.4303,3.5309,3.3224,0.2460,3.8171,0.0000,0.0000,0.0000,0.0000,-1.0355673790859e+03,-8.4868918848866e+02,1.6366812413547e+02,2.8180919926737e+01,8.5785292955583e+01,5.5644110e-01,5.0207835e-02,1.8449643e-03,3.9053634e-03,5.8601073e+00,2.8292708e-02,3.5182858e-03,9.4286873e-03,2.6184185e+00,1.1171201e+00,2.5948928e-02,3.8661066e-06,5.8198579e-03,3.8641759e-01,6.5000055e-01,4.4437382e-01,4.4437382e-01,4.4437382e-01,1.7733498e-01,5.8082,3.7247520569255e+01,2.7651,-5.9106653056123e+02,-4.9882505338804e+02,8.0785186800962e+01,1.3470749364573e+01,4.4343870705736e+01,-1.6266339096471e+03,-1.3475142418767e+03, 2.4445331093643e+02, 4.1651669291310e+01, 1.3012916366132e+02, 4.0642768188109e-03,-4.9957028876926e-04, 9.7577765500477e-05, 1.1994004016388e-05, 3.6786113716072e-03,-4.7918154805840e-04, 1.3053553188365e-04, 1.7003758191860e-05
72,869.65,1.000,-12.001,6.1860381019685e+01,2.2290,69.9427,0.4452,14.0529,0.4854,0.0000,1.0917,0.1234,0.6586,0.0000,0.0000,2.4121,3.4790,3.3612,0.2495,3.6982,0.0000,0.0000,0.0000,0.0000,-1.0205702669154e+03,-8.3676074729093e+02,1.6084070029945e+02,2.7751929936269e+01,8.4428286906731e+01,5.6050488e-01,5.0172443e-02,1.8397133e-03,3.9361185e-03,5.9789121e+00,2.8686815e-02,3.6575303e-03,9.4185802e-03,2.6686183e+00,1.1343237e+00,2.5863660e-02,3.8938751e-06,5.8460989e-03,3.9741403e-01,6.4823856e-01,4.4807106e-01,4.4807106e-01,4.4807106e-01,1.7129553e-01,5.8877,3.8139217177798e+01,2.6688,-6.0650909012441e+02,-5.1095558563974e+02,8.3613148050126e+01,1.4290692013315e+01,4.5661724136326e+01,-1.6270793570398e+03,-1.3477163329307e+03, 2.4445384834958e+02, 4.2042621949583e+01, 1.3009001104306e+02, 4.6916717880438e-03,-1.0139166250502e-03, 1.1159322540992e-04, 2.4116398503074e-05, 3.5528855498428e-03,-4.6696498119531e-04, 1.2802300805752e-04, 1.6826396660257e-05
73,869.65,1.000,-12.001,6.1927263559117e+01,2.2290,69.9427,0.4452,14.0529,0.4854,0.0000,1.0917,0.1234,0.6586,0.0000,0.0000,2.4121,3.4790,3.3612,0.2495,3.6982,0.0000,0.0000,0.0000,0.0000,-1.0216736925651e+03,-8.3766544077575e+02,1.6101459891280e+02,2.7781934917126e+01,8.4519569536022e+01,5.6050488e-01,5.0172443e-02,1.8397133e-03,3.9361185e-03,5.9789121e+00,2.8686815e-02,3.6575303e-03,9.4185802e-03,2.6686183e+00,1.1343237e+00,2.5863660e-02,3.8938751e-06,5.8460989e-03,3.9741403e-01,6.4823856e-01,4.4807106e-01,4.4807106e-01,4.4807106e-01,1.7129553e-01,5.8877,3.8072736440846e+01,2.7618,-6.0466837879585e+02,-5.1021417467778e+02,8.2651216148212e+01,1.3785359233734e+01,4.5346015839965e+01,-1.6263420713610e+03,-1.3478796154535e+03, 2.4366581506101e+02, 4.1567294150860e+01, 1.2986558537599e+02, 3.9518057376873e-03,-4.8839810437893e-04, 9.5070074163236e-05, 1.1749576544636e-05, 3.5567268777498e-03,-4.6746985690504e-04, 1.2802300805756e-04, 1.6826396660258e-05
74,869.66,1.000,-12.001,6.1927903576572e+01,2.2290,69.9426,0.4452,14.0530,0.4854,0.0000,1.0918,0.1234,0.6586,0.0000,0.0000,2.4121,3.4791,3.3611,0.2495,3.6982,0.0000,0.0000,0.0000,0.0000,-1.0216844876513e+03,-8.3767352871806e+02,1.6101642173447e+02,2.7782198998490e+01,8.4520482884297e+01,5.6050408e-01,5.0172030e-02,1.8397651e-03,3.9361806e-03,5.9789055e+00,2.8687466e-02,3.6574926e-03,9.4187752e-03,2.6686198e+00,1.1343268e+00,2.5864043e-02,3.8940914e-06,5.8461599e-03,3.9740595e-01,6.4824143e-01,4.4807489e-01,4.4807489e-01,4.4807489e-01,1.7129181e-01,5.8877,3.8072096364251e+01,2.7618,-6.0465852707017e+02,-5.1020542835360e+02,8.2649968595570e+01,1.3785124892644e+01,4.5345268466542e+01,-1.6263430147215e+03,-1.3478789570717e+03, 2.4366639033004e+02, 4.1567323891134e+01, 1.2986575135084e+02, 3.9518177625915e-03,-4.8840038361501e-04, 9.5070295430647e-05, 1.1749622970537e-05, 3.5567456897797e-03,-4.6747252044761e-04, 1.2802246827089e-04, 1.6826332590628e-05
75,870.68,0.950,-11.987,6.1020553165606e+01,2.2315,70.1686,0.4514,13.9782,0.4829,0.0000,1.0880,0.1252,0.6554,0.0000,0.0000,2.3944,3.4241,3.4013,0.2532,3.5772,0.0000,0.0000,0.0000,0.0000,-1.0064337359830e+03,-8.2553729643834e+02,1.5814983653441e+02,2.7345550267863e+01,8.3142709274960e+01,5.6476924e-01,5.0150940e-02,1.8340013e-03,3.9685610e-03,6.1011990e+00,2.9098720e-02,3.8060382e-03,9.4042910e-03,2.7207167e+00,1.1520362e+00,2.5782922e-02,3.9189894e-06,5.8720510e-03,4.0897677e-01,6.4638163e-01,4.5182296e-01,4.5182296e-01,4.5182296e-01,1.6506508e-01,5.9703,3.8978987115363e+01,2.6628,-6.2035941680681e+02,-5.2254246700027e+02,8.5517076295912e+01,1.4638427032285e+01,4.6676868633630e+01,-1.6267931527898e+03,-1.3480797634386e+03, 2.4366691283032e+02, 4.1983977300148e+01, 1.2981957790859e+02, 4.6082985694954e-03,-1.0639447314146e-03, 1.0976326841429e-04, 2.5341685086393e-05, 3.4298193785199e-03,-4.5502671659283e-04, 1.2542513662819e-04, 1.6639881521331e-05
76,870.68,0.950,-11.987,6.1086407442194e+01,2.2315,70.1686,0.4514,13.9782,0.4829,0.0000,1.0880,0.1252,0.6554,0.0000,0.0000,2.3944,3.4241,3.4013,0.2532,3.5772,0.0000,0.0000,0.0000,0.0000,-1.0075198940426e+03,-8.2642822840532e+02,1.5832051415922e+02,2.7375061987073e+01,8.3232438107117e+01,5.6476924e-01,5.0150940e-02,1.8340013e-03,3.9685610e-03,6.1011990e+00,2.9098720e-02,3.8060382e-03,9.4042910e-03,2.7207167e+00,1.1520362e+00,2.5782922e-02,3.9189894e-06,5.8720510e-03,4.0897677e-01,6.4638163e-01,4.5182296e-01,4.5182296e-01,4.5182296e-01,1.6506508e-01,5.9703,3.8913592557763e+01,2.7586,-6.1853462311272e+02,-5.2181765877310e+02,8.4555407165090e+01,1.4106100379515e+01,4.6367610712211e+01,-1.6260545171553e+03,-1.3482458871784e+03, 2.4287592132431e+02, 4.1481162366588e+01, 1.2960004881933e+02, 3.8382243936457e-03,-4.7699700738917e-04, 9.2529335598783e-05, 1.1499123461723e-05, 3.4335208899370e-03,-4.5551778810429e-04, 1.2542513662830e-04, 1.6639881521342e-05
77,870.68,0.950,-11.987,6.1086974641242e+01,2.2315,70.1685,0.4514,13.9782,0.4829,0.0000,1.0880,0.1252,0.6554,0.0000,0.0000,2.3945,3.4241,3.4013,0.2532,3.5772,0.0000,0.0000,0.0000,0.0000,-1.0075294617168e+03,-8.2643539501063e+02,1.5832213014065e+02,2.7375295998237e+01,8.3233247096999e+01,5.6476852e-01,5.0150571e-02,1.8340479e-03,3.9686174e-03,6.1011923e+00,2.9099314e-02,3.8060023e-03,9.4044667e-03,2.7207177e+00,1.1520390e+00,2.5783261e-02,3.9191862e-06,5.8721069e-03,4.0896924e-01,6.4638422e-01,4.5182641e-01,4.5182641e-01,4.5182641e-01,1.6506182e-01,5.9703,3.8913025322680e+01,2.7586,-6.1852590267076e+02,-5.2180990276860e+02,8.4554305956583e+01,1.4105892680418e+01,4.6366948868833e+01,-1.6260553643875e+03,-1.3482452977792e+03, 2.4287643609723e+02, 4.1481188678655e+01, 1.2960019596583e+02, 3.8382349038013e-03,-4.7699900628854e-04, 9.2529530277814e-05, 1.1499164355769e-05, 3.4335374200469e-03,-4.5552012829074e-04, 1.2542466829466e-04, 1.6639824764637e-05
78,871.73,0.900,-11.972,6.0164158773759e+01,2.2340,70.4008,0.4580,13.9008,0.4803,0.0000,1.0841,0.1271,0.6519,0.0000,0.0000,2.3772,3.3659,3.4429,0.2571,3.4541,0.0000,0.0000,0.0000,0.0000,-9.9202143023111e+02,-8.1408863479463e+02,1.5541583390048e+02,2.6930888988546e+01,8.1834463801077e+01,5.6925122e-01,5.0145166e-02,1.8277310e-03,4.0027130e-03,6.2271782e+00,2.9528824e-02,3.9647489e-03,9.3852104e-03,2.7748584e+00,1.1702900e+00,2.5706668e-02,3.9408034e-06,5.8975440e-03,4.2116389e-01,6.4442401e-01,4.5562887e-01,4.5562887e-01,4.5562887e-01,1.5863938e-01,6.0563,3.9835318033333e+01,2.6564,-6.3448874541766e+02,-5.3435609526425e+02,8.7461107358435e+01,1.4995810428603e+01,4.7712325093630e+01,-1.6265101756488e+03,-1.3484447300589e+03, 2.4287694125891e+02, 4.1926699417148e+01, 1.2954678889471e+02, 4.5259766545695e-03,-1.1239808177461e-03, 1.0794974842972e-04, 2.6808235166882e-05, 3.3054268345528e-03,-4.4284561756932e-04, 1.2273738293447e-04, 1.6443780142485e-05
79,871.73,0.900,-11.972,6.0228958153538e+01,2.2340,70.4008,0.4580,13.9008,0.4803,0.0000,1.0841,0.1271,0.6519,0.0000,0.0000,2.3772,3.3659,3.4429,0.2571,3.4541,0.0000,0.0000,0.0000,0.0000,-9.9308987986488e+02,-8.1496544317516e+02,1.5558322342026e+02,2.6959894711206e+01,8.1922603028935e+01,5.6925122e-01,5.0145166e-02,1.8277310e-03,4.0027130e-03,6.2271782e+00,2.9528824e-02,3.9647489e-03,9.3852104e-03,2.7748584e+00,1.1702900e+00,2.5706668e-02,3.9408034e-06,5.8975440e-03,4.2116389e-01,6.4442401e-01,4.5562887e-01,4.5562887e-01,4.5562887e-01,1.5863938e-01,6.0563,3.9771041846431e+01,2.7555,-6.3268041769586e+02,-5.3364832566537e+02,8.6499822183268e+01,1.4433326940345e+01,4.7409791969221e+01,-1.6257702975607e+03,-1.3486137688405e+03, 2.4208304560353e+02, 4.1393221651551e+01, 1.2933239499816e+02, 3.7235374742229e-03,-4.6536482433760e-04, 8.9955246913799e-05, 1.1242536960642e-05, 3.3089869210441e-03,-4.4332258129576e-04, 1.2273738293454e-04, 1.6443780142491e-05
80,871.74,0.900,-11.972,6.0229443939842e+01,2.2340,70.4007,0.4580,13.9008,0.4803,0.0000,1.0841,0.1271,0.6519,0.0000,0.0000,2.3773,3.3659,3.4428,0.2571,3.4541,0.0000,0.0000,0.0000,0.0000,-9.9309807503750e+02,-8.1497157994219e+02,1.5558460801210e+02,2.6960095106014e+01,8.1923295531102e+01,5.6925058e-01,5.0144846e-02,1.8277714e-03,4.0027626e-03,6.2271716e+00,2.9529350e-02,3.9647158e-03,9.3853634e-03,2.7748589e+00,1.1702924e+00,2.5706959e-02,3.9409765e-06,5.8975937e-03,4.2115710e-01,6.4442628e-01,4.5563188e-01,4.5563188e-01,4.5563188e-01,1.5863662e-01,6.0563,3.9770556044632e+01,2.7555,-6.3267295856803e+02,-5.3364167859746e+02,8.6498883093805e+01,1.4433149042987e+01,4.7409225589499e+01,-1.6257710336055e+03,-1.3486132585397e+03, 2.4208349110591e+02, 4.1393244149001e+01, 1.2933252112060e+02, 3.7235463500208e-03,-4.6536651767670e-04, 8.9955412448886e-05, 1.1242571758849e-05, 3.3090009561459e-03,-4.4332456751336e-04, 1.2273699121365e-04, 1.6443731588116e-05
81,872.81,0.850,-11.957,5.9290999075071e+01,2.2367,70.6395,0.4650,13.8206,0.4775,0.0000,1.0800,0.1291,0.6479,0.0000,0.0000,2.3605,3.3042,3.4859,0.2612,3.3287,0.0000,0.0000,0.0000,0.0000,-9.7732993919133e+02,-8.0241224568283e+02,1.5263817836411e+02,2.6507853341244e+01,8.0503334669195e+01,5.7396861e-01,5.0156694e-02,1.8208590e-03,4.0386669e-03,6.3570803e+00,2.9978311e-02,4.1346747e-03,9.3609068e-03,2.8312088e+00,1.1891256e+00,2.5635301e-02,3.9588626e-06,5.9224595e-03,4.3403090e-01,6.4236353e-01,4.5949314e-01,4.5949314e-01,4.5949314e-01,1.5200998e-01,6.1461,4.0708408047786e+01,2.6497,-6.4890054068670e+02,-5.4639897211303e+02,8.9445798150713e+01,1.5363450661839e+01,4.8768363011692e+01,-1.6262304798780e+03,-1.3488112177959e+03, 2.4208397651482e+02, 4.1871304003083e+01, 1.2927169768089e+02, 4.4451288682511e-03,-1.1964178215863e-03, 1.0616170129127e-04, 2.8573693847659e-05, 3.1797276603967e-03,-4.3042247474311e-04, 1.1995417431442e-04, 1.6237545500276e-05
